keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,6.5292,,,,,,,,5.2292,space,20.6643,0,0,0,3,1,1.3,images/target_cross.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
v,1,2.9925,,,,,,,,1.8925,space,3.6282,0,1,1,5,1,1.1,images/target_square.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
b,1,3.3643,,,,,,,,1.8643,space,4.8129,0,2,2,4,1,1.5,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
c,0,1.9873,,,,,,,,0.6873,space,2.3428,0,3,3,8,1,1.3,images/target_square.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
c,1,1.7969,,,,,,,,0.6969,space,0.6711,0,4,4,0,1,1.1,images/target_cross.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
b,1,1.7997,,,,,,,,0.6997,space,0.9431,0,5,5,7,1,1.1,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
c,1,4.0932,,,,,,,,2.5932,space,0.7337,0,6,6,6,1,1.5,images/target_cross.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
b,1,2.4885,,,,,,,,1.1885,space,0.6865,0,7,7,1,1,1.3,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
v,1,2.0179,,,,,,,,0.5179,space,0.637,0,8,8,2,1,1.5,images/target_square.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,,,,,
v,1,2.9151,,,,,,,,1.8151,,,,,,,,1.1,images/target_square.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,space,14.5816,0.631510417,0.135416667,0,0,0,0,0,0,5,1
b,1,2.0202,,,,,,,,0.9202,,,,,,,,1.1,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,0,1,1,7,1
v,1,2.154,,,,,,,,0.654,,,,,,,,1.5,images/target_square.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,0,2,2,2,1
b,1,2.6229,,,,,,,,1.1229,,,,,,,,1.5,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,0,3,3,4,1
b,1,1.955,,,,,,,,0.655,,,,,,,,1.3,images/target_plus.jpg,x,001,2023-04-02_16h18.01.321,choiceRTT,2021.2.3,Win32,60.66856762,,,,,,,,0,4,4,1,1
