participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.024999972,-0.241666653,1,0,0,4.7768,square_button,1,3.6768,space,4.3327,,0,0,0,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.024999972,-0.241666653,1,0,0,2.3008,square_button,1,1.0008,space,2.8659,,0,1,1,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.024999972,-0.241666653,1,0,0,2.2017,square_button,1,0.7017,space,2.9381,,0,2,2,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,0.24537037,-0.246296282,1,0,0,4.2909,plus_button,1,2.9909,space,3.2001,,0,3,3,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.226851852,-0.261111153,1,0,0,3.8077,cross_button,1,2.5077,space,1.9828,,0,4,4,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,0.202777792,-0.255555541,1,0,0,2.7741,plus_button,1,1.6741,space,3.719,,0,5,5,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.231481481,-0.260185171,1,0,0,2.9573,cross_button,1,1.4573,space,1.2996,,0,6,6,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,-0.231481481,-0.260185171,1,0,0,1.8749,cross_button,1,0.7749,space,2.074,,0,7,7,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
,001,2023-12-02_23h24.53.971,choiceRTT,2023.1.3,Win32,59.82650314,,0,0.270370413,-0.270370413,1,0,0,2.975,plus_button,1,1.475,space,4.9226,,0,8,8,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
