keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt
,0,-0.181,-0.219,1,0,0,4.213,cross_button,1,2.913,space,6.944,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2022-03-01_13h48.33.705,choiceRTT,2021.2.3,MacIntel,62.81407035,
,0,-0.166,-0.245,1,0,0,4.004,cross_button,0,2.504,space,12.142,0,1,1,4,1,1.5,images/target_plus.jpg,,001,2022-03-01_13h48.33.705,choiceRTT,2021.2.3,MacIntel,62.81407035,
c,0,,,,,,,,,4.859,c,1.072,0,2,2,1,1,1.3,images/target_plus.jpg,,001,2022-03-01_13h48.33.705,choiceRTT,2021.2.3,MacIntel,62.81407035,6.159
