keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.234976201,-0.269852862,1,0,0,5.1836,plus_button,1,4.0836,,0,0,0,7,1,1.1,images/target_plus.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.047826953,-0.267080338,1,0,0,3.3236,square_button,1,2.2236,,0,1,1,5,1,1.1,images/target_square.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.028418928,-0.257838353,1,0,0,2.4579,square_button,1,0.9579,,0,2,2,2,1,1.5,images/target_square.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.293662392,-0.288336741,1,0,0,3.4238,cross_button,1,1.9238,,0,3,3,6,1,1.5,images/target_cross.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,0.076014889,-0.23473357,1,0,0,2.3163,square_button,1,1.0163,,0,4,4,8,1,1.3,images/target_square.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.180910691,-0.265231958,1,0,0,2.1643,cross_button,1,1.0643,,0,5,5,0,1,1.1,images/target_cross.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,0.249763233,-0.267080338,1,0,0,2.9049,plus_button,1,1.6049,,0,6,6,1,1,1.3,images/target_plus.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.142094641,-0.280018991,1,0,0,2.4591,cross_button,0,0.9591,,0,7,7,4,1,1.5,images/target_plus.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,0.223885837,-0.28186737,1,0,0,2.3102,plus_button,0,1.0102,,0,8,8,3,1,1.3,images/target_cross.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,,,,,,,,,,
,0,-0.138397883,-0.258762587,1,0,0,3.1072,cross_button,1,1.8072,,,,,,,1.3,images/target_cross.jpg,Alexander,001,2022-10-21_12h48.55.692,choiceRTT,2021.2.3,Win32,59.98080614,,0.01039721,-0.249520603,1,0,0,0,0,0,3,1
