keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,2.9084,,,,,,,,1.8084,,0,0,0,7,1,1.1,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
v,1,3.3245,,,,,,,,2.2245,space,0,1,1,5,1,1.1,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,2.4454,,,,,,,,,,,
v,1,4.096,,,,,,,,2.796,space,0,2,2,8,1,1.3,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,2.3966,,,,,,,,,,,
c,1,5.4106,,,,,,,,4.3106,space,0,3,3,0,1,1.1,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,3.629,,,,,,,,,,,
v,1,2.8374,,,,,,,,1.3374,space,0,4,4,2,1,1.5,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,1.7282,,,,,,,,,,,
b,1,3.0297,,,,,,,,1.5297,space,0,5,5,4,1,1.5,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,4.6277,,,,,,,,,,,
c,1,2.486,,,,,,,,1.186,space,0,6,6,3,1,1.3,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,1.777,,,,,,,,,,,
b,0,2.9031,,,,,,,,1.4031,space,0,7,7,6,1,1.5,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,3.2934,,,,,,,,,,,
b,1,2.5524,,,,,,,,1.2524,space,0,8,8,1,1,1.3,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,2.0124,,,,,,,,,,,
b,1,3.0212,,,,,,,,1.5212,,,,,,,1.5,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,-0.047048136,-0.270800646,1,0,0,0,0,0,4,1
c,1,2.463,,,,,,,,0.963,,,,,,,1.5,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,1,1,6,1
v,1,2.3933,,,,,,,,0.8933,,,,,,,1.5,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,2,2,2,1
b,1,2.2317,,,,,,,,0.9317,,,,,,,1.3,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,3,3,1,1
c,1,1.9307,,,,,,,,0.6307,,,,,,,1.3,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,4,4,3,1
b,1,1.7962,,,,,,,,0.6962,,,,,,,1.1,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,5,5,7,1
v,1,2.1125,,,,,,,,0.8125,,,,,,,1.3,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,6,6,8,1
c,1,2.5751,,,,,,,,1.4751,,,,,,,1.1,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,7,7,0,1
v,1,1.8404,,,,,,,,0.7404,,,,,,,1.1,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,0,8,8,5,1
v,1,1.8589,,,,,,,,0.7589,,,,,,,1.1,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,0,9,5,1
v,1,1.8592,,,,,,,,0.5592,,,,,,,1.3,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,1,10,8,1
c,1,2.1756,,,,,,,,0.8756,,,,,,,1.3,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,2,11,3,1
v,0,1.7612,,,,,,,,0.6612,,,,,,,1.1,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,3,12,0,1
v,1,2.1458,,,,,,,,0.6458,,,,,,,1.5,images/target_square.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,4,13,2,1
b,1,1.9474,,,,,,,,0.6474,,,,,,,1.3,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,5,14,1,1
c,1,2.2768,,,,,,,,0.7768,,,,,,,1.5,images/target_cross.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,6,15,6,1
b,1,1.8962,,,,,,,,0.7962,,,,,,,1.1,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,7,16,7,1
b,1,2.3486,,,,,,,,0.8486,,,,,,,1.5,images/target_plus.jpg,,001,2022-04-27_22h51.04.616,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,1,8,17,4,1
