response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
n,1,0.277999878,0.887963102,0.022222215,0,0,0,,,,,,,2.9998,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,39,1,39
n,0,0.278999805,0.887963102,0.022222215,0,0,0,,,,,,,2.7776,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,33,1,39
n,0,0.295000076,0.887963102,0.022222215,0,0,0,,,,,,,2.111,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,21,1,39
n,0,0.279000044,0.887963102,0.022222215,0,0,0,,,,,,,1.6666,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,14,1,39
n,0,0.296000004,0.887963102,0.022222215,0,0,0,,,,,,,1,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,1,1,39
n,0,0.262000084,0.887963102,0.022222215,0,0,0,,,,,,,2.5554,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,29,1,39
n,0,0.278000116,0.887963102,0.022222215,0,0,0,,,,,,,2.5554,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,28,1,39
n,0,0.277999878,0.887963102,0.022222215,0,0,0,,,,,,,1.4444,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,10,1,39
n,0,0.260999918,0.887963102,0.022222215,0,0,0,,,,,,,1.8888,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,17,1,39
n,0,0.279000044,0.887963102,0.022222215,0,0,0,,,,,,,1.4444,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,9,1,39
n,1,0.294999838,0.887963102,0.022222215,0,0,0,,,,,,,2.111,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,23,1,39
n,0,0.274000168,0.887963102,0.022222215,0,0,0,,,,,,,2.9998,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,38,1,39
n,1,0.27699995,0.887963102,0.022222215,0,0,0,,,,,,,2.3332,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,27,1,39
n,0,0.27699995,0.887963102,0.022222215,0,0,0,,,,,,,1.2222,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,5,1,39
n,0,0.25999999,0.887963102,0.022222215,0,0,0,,,,,,,1.4444,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,8,1,39
n,1,0.278000116,0.887963102,0.022222215,0,0,0,,,,,,,1,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,3,1,39
n,0,0.281999826,0.887963102,0.022222215,0,0,0,,,,,,,2.3332,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,24,1,39
n,0,0.252000093,0.887963102,0.022222215,0,0,0,,,,,,,1.8888,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,16,1,39
n,0,0.289000034,0.887963102,0.022222215,0,0,0,,,,,,,1.2222,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,6,1,39
n,0,0.248999834,0.887963102,0.022222215,0,0,0,,,,,,,2.111,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,22,1,39
n,0,0.26699996,0.887963102,0.022222215,0,0,0,,,,,,,2.3332,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,25,1,39
n,0,0.28399992,0.887963102,0.022222215,0,0,0,,,,,,,1.6666,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,12,1,39
n,0,0.247999907,0.887963102,0.022222215,0,0,0,,,,,,,1.8888,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,18,1,39
n,1,0.278000116,0.887963102,0.022222215,0,0,0,,,,,,,1.2222,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,7,1,39
n,1,0.250999928,0.887963102,0.022222215,0,0,0,,,,,,,1.8888,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,19,1,39
n,1,0.261999846,0.887963102,0.022222215,0,0,0,,,,,,,2.7776,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,35,1,39
n,0,0.312000036,0.887963102,0.022222215,0,0,0,,,,,,,1,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,0,1,39
n,0,0.312999964,0.887963102,0.022222215,0,0,0,,,,,,,2.7776,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,32,1,39
n,0,0.278000116,0.887963102,0.022222215,0,0,0,,,,,,,1,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,2,1,39
n,0,0.279000044,0.887963102,0.022222215,0,0,0,,,,,,,1.2222,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,4,1,39
n,0,0.25999999,0.887963102,0.022222215,0,0,0,,,,,,,2.7776,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,34,1,39
n,0,0.277999878,0.887963102,0.022222215,0,0,0,,,,,,,1.6666,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,13,1,39
n,1,0.248000145,0.887963102,0.022222215,0,0,0,,,,,,,1.6666,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,15,1,39
n,0,0.244999886,0.887963102,0.022222215,0,0,0,,,,,,,2.111,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,20,1,39
n,0,0.27699995,0.887963102,0.022222215,0,0,0,,,,,,,2.9998,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,37,1,39
n,0,0.29399991,0.887963102,0.022222215,0,0,0,,,,,,,2.9998,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,36,1,39
n,0,0.280999899,0.887963102,0.022222215,0,0,0,,,,,,,2.3332,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,26,1,39
n,0,0.282000065,0.887963102,0.022222215,0,0,0,,,,,,,2.5554,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,30,1,39
