response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
n,0,5.457000017,0.887963102,0.022222215,0,0,0,1,0,8,5,1,7,1,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,0,0.54399991,0.887963102,0.022222215,0,0,0,1,0,8,2,1,7,1,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,0,0.278000116,0.887963102,0.022222215,0,0,0,1,0,8,4,1,7,1,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,1,0.228000164,0.887963102,0.022222215,0,0,0,1,0,8,3,1,7,1,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,0,0.240999937,0.887963102,0.022222215,0,0,0,1,0,8,0,1,7,1,-0.375,c,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,1,0.263999939,0.887963102,0.022222215,0,0,0,1,0,8,7,1,7,1,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,0,0.268000126,0.887963102,0.022222215,0,0,0,1,0,8,6,1,7,1,0.125,b,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,0,0.250999928,0.887963102,0.022222215,0,0,0,1,0,8,1,1,7,1,-0.125,v,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,,,,,,
n,1,0.278000116,0.887963102,0.022222215,0,0,0,,,,,,,2.5554,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,31,1,39
n,1,0.31099987,0.887963102,0.022222215,0,0,0,,,,,,,1.4444,0.375,n,1,001,2020-10-06_14h00.01.373,choiceRTT,3.1.3,60,1,0,40,11,1,39
