keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,7.7653,0.560185242,0.227777778,1,0,0,1.8365,,6.2653,space,9.0623,0,0,0,4,1,1.5,images/target_plus.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
v,1,1.6089,,,,,,,,0.5089,space,5.2083,0,1,1,5,1,1.1,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
v,0,1.1951,,,,,,,,0.0951,space,5.2316,0,2,2,0,1,1.1,images/target_cross.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
b,1,2.3461,,,,,,,,1.2461,space,6.8412,0,3,3,7,1,1.1,images/target_plus.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
c,1,2.9513,,,,,,,,1.4513,space,4.8369,0,4,4,6,1,1.5,images/target_cross.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
v,1,2.585,,,,,,,,1.285,space,4.2024,0,5,5,8,1,1.3,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
c,0,2.1439,,,,,,,,0.8439,space,5.1243,0,6,6,1,1,1.3,images/target_plus.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
c,0,2.4439,,,,,,,,0.9439,space,2.3738,0,7,7,2,1,1.5,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
c,1,1.9795,,,,,,,,0.6795,space,0.6369,0,8,8,3,1,1.3,images/target_cross.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,,,,,
c,0,2.3565,,,,,,,,0.8565,,,,,,,,1.5,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,0.009259288,-0.262037065,1,0,0,0,0,0,2,1
c,0,2.259,,,,,,,,1.159,,,,,,,,1.1,images/target_plus.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,0,1,1,7,1
c,1,2.237,,,,,,,,0.937,,,,,,,,1.3,images/target_cross.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,0,2,2,3,1
v,1,2.0815,,,,,,,,0.7815,,,,,,,,1.3,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,0,3,3,8,1
v,1,2.1376,,,,,,,,1.0376,,,,,,,,1.1,images/target_square.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,0,4,4,5,1
b,1,2.9705,,,,,,,,1.4705,,,,,,,,1.5,images/target_plus.jpg,Neethu,001,2022-08-30_17h59.14.974,choiceRTT,2021.2.3,Win32,59.43889681,,,,,,,0,5,5,4,1
