keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,PracticeLoop.order
,0,-0.19537037,-0.230555556,1,0,0,4.453,cross_button,0,3.153,,0,0,0,1,1,1.3,images/target_plus.jpg,,001,2022-02-18_17h48.44.948,choiceRTT,2021.2.3,Linux x86_64,50,
,0,-0.250925926,-0.267592593,1,0,0,3.1,cross_button,1,1.6,,0,1,1,6,1,1.5,images/target_cross.jpg,,001,2022-02-18_17h48.44.948,choiceRTT,2021.2.3,Linux x86_64,50,8
