keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,-0.243518476,-0.249074088,1,0,0,4.2901,cross_button,1,2.7901,space,6.3139,0,0,0,6,1,1.5,images/target_cross.jpg,Bla,001,2022-05-30_16h04.44.282,choiceRTT,2021.2.3,Win32,60.55834797
,0,-0.296296296,-0.255555541,1,0,0,5.961,cross_button,1,4.661,space,2.2398,0,1,1,3,1,1.3,images/target_cross.jpg,Bla,001,2022-05-30_16h04.44.282,choiceRTT,2021.2.3,Win32,60.55834797
,0,0.05277782,-0.239814829,1,0,0,3.0889,square_button,1,1.7889,space,1.4323,0,2,2,8,1,1.3,images/target_square.jpg,Bla,001,2022-05-30_16h04.44.282,choiceRTT,2021.2.3,Win32,60.55834797
