keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,0,12.3179,,,,,,,,11.2179,space,14.5609,0,0,0,7,1,1.1,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
v,1,3.2569,,,,,,,,1.7569,space,3.3458,0,1,1,2,1,1.5,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
v,1,4.4381,,,,,,,,3.1381,space,1.387,0,2,2,8,1,1.3,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
c,1,3.9246,,,,,,,,2.4246,space,1.1972,0,3,3,6,1,1.5,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
v,1,2.8088,,,,,,,,1.7088,space,0.9723,0,4,4,5,1,1.1,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
c,1,6.6492,,,,,,,,5.5492,space,1.3023,0,5,5,0,1,1.1,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
b,1,4.9237,,,,,,,,3.4237,space,1.0441,0,6,6,4,1,1.5,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
c,1,3.2082,,,,,,,,1.9082,space,0.8902,0,7,7,3,1,1.3,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
b,1,4.4167,,,,,,,,3.1167,space,0.4199,0,8,8,1,1,1.3,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,,,,,
c,1,3.8677,,,,,,,,2.7677,,,,,,,,1.1,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,0.080722317,-0.2216942,1,0,0,0,0,0,0,1
b,1,2.8606,,,,,,,,1.5606,,,,,,,,1.3,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,1,1,1,1
c,1,2.7489,,,,,,,,1.2489,,,,,,,,1.5,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,2,2,6,1
c,1,2.3318,,,,,,,,1.0318,,,,,,,,1.3,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,3,3,3,1
v,1,2.4709,,,,,,,,1.1709,,,,,,,,1.3,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,4,4,8,1
v,1,2.171,,,,,,,,0.671,,,,,,,,1.5,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,5,5,2,1
v,1,2.0928,,,,,,,,0.9928,,,,,,,,1.1,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,6,6,5,1
b,1,2.5235,,,,,,,,1.4235,,,,,,,,1.1,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,7,7,7,1
b,1,2.0891,,,,,,,,0.5891,,,,,,,,1.5,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,0,8,8,4,1
c,1,1.7407,,,,,,,,0.6407,,,,,,,,1.1,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,0,9,0,1
b,1,2.6606,,,,,,,,1.3606,,,,,,,,1.3,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,1,10,1,1
b,1,1.7438,,,,,,,,0.6438,,,,,,,,1.1,images/target_plus.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,2,11,7,1
v,1,1.8315,,,,,,,,0.7315,,,,,,,,1.1,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,3,12,5,1
v,1,2.389,,,,,,,,0.889,,,,,,,,1.5,images/target_square.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,4,13,2,1
c,1,2.5599,,,,,,,,1.2599,,,,,,,,1.3,images/target_cross.jpg,stephano,001,2023-04-02_23h27.44.356,choiceRTT,2021.2.3,MacIntel,30.02101471,,,,,,,1,5,14,3,1
