participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,c,0,5.9546,,,,,,,,,4.8546,space,2.0677,,0,0,0,5,1,1.1,images/target_square.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,c,1,3.4598,,,,,,,,,2.3598,space,1.4655,,0,1,1,0,1,1.1,images/target_cross.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,b,0,2.1029,,,,,,,,,0.8029,space,0.9178,,0,2,2,8,1,1.3,images/target_square.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,c,1,2.1567,,,,,,,,,0.8567,space,0.7808,,0,3,3,3,1,1.3,images/target_cross.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,b,1,2.0402,,,,,,,,,0.9402,space,0.7299,,0,4,4,7,1,1.1,images/target_plus.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,b,1,1.7565,,,,,,,,,0.4565,v,0.0107,,0,5,5,1,1,1.3,images/target_plus.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,b,1,2.5513,,,,,,,,,1.0513,space,0.8467,,0,6,6,4,1,1.5,images/target_plus.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,c,0,2.0299,,,,,,,,,0.5299,space,0.5231,,0,7,7,2,1,1.5,images/target_square.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,v,0,2.2511,,,,,,,,,0.7511,space,0.483,,0,8,8,6,1,1.5,images/target_cross.jpg,,,,,,
,001,2024-01-15_09h50.45.428,choiceRTT,2023.1.3,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,0.035589607,-0.23677112,1,0,0
