participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2023-08-18_09h22.13.240,choiceRTT,2023.1.3,Win32,58.18351079,,,,,,,,,,,,,,,,,,,,
,001,2023-08-18_09h22.13.240,choiceRTT,2023.1.3,Win32,58.18351079,c,0,7.043,,,,,,,,,5.743,,0,0,0,8,1,1.3,images/target_square.jpg
