keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,0.465,,,,,,,,-0.635,b,0.3449,0,0,0,7,1,1.1,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
c,0,2.1827,,,,,,,,0.8827,,,0,1,1,1,1,1.3,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
b,0,1.803,,,,,,,,0.503,,,0,2,2,8,1,1.3,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,0,1.7013,,,,,,,,0.4013,b,0.4348,0,3,3,3,1,1.3,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,0,2.0982,,,,,,,,0.5982,,,0,4,4,6,1,1.5,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
c,0,1.8728,,,,,,,,0.3728,v,0.2322,0,5,5,2,1,1.5,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,1,1.5447,0.036111111,0.052777778,1,0,0,0.8405,,0.4447,,,0,6,6,5,1,1.1,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,0,1.9183,,,,,,,,0.4183,c,0.1959,0,7,7,4,1,1.5,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,0,1.472,0.036111111,0.052777778,1,0,0,0.4759,,0.372,,,0,8,8,0,1,1.1,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,,,,,
v,0,1.9428,,,,,,,,0.6428,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,0.025,-0.255555556,1,0,0,0,0,0,3,1
c,0,0.3417,,,,,,,,-0.7583,,,,,,,,1.1,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,1,1,5,1
b,0,1.9206,,,,,,,,0.4206,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,2,2,6,1
v,0,0.0849,,,,,,,,-1.2151,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,3,3,1,1
v,1,1.7195,,,,,,,,0.4195,,,,,,,,1.3,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,4,4,8,1
b,0,0.0291,,,,,,,,-1.0709,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,5,5,0,1
b,1,0.3704,,,,,,,,-1.1296,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,6,6,4,1
c,0,1.4277,,,,,,,,0.3277,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,7,7,7,1
v,1,0.2404,,,,,,,,-1.2596,,,,,,,,1.5,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,0,8,8,2,1
b,0,0.1443,,,,,,,,-0.9557,,,,,,,,1.1,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,0,9,0,1
c,1,0.1328,,,,,,,,-1.1672,,,,,,,,1.3,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,1,10,3,1
b,0,1.764,,,,,,,,0.264,,,,,,,,1.5,images/target_cross.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,2,11,6,1
v,0,0.3944,,,,,,,,-0.9056,,,,,,,,1.3,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,3,12,1,1
b,1,0.3494,,,,,,,,-0.7506,,,,,,,,1.1,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,4,13,7,1
c,0,0.1138,,,,,,,,-1.3862,,,,,,,,1.5,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,5,14,2,1
v,0,0.0466,,,,,,,,-1.4534,,,,,,,,1.5,images/target_plus.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,6,15,4,1
b,0,1.6178,,,,,,,,0.3178,,,,,,,,1.3,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,7,16,8,1
c,0,0.2371,,,,,,,,-0.8629,,,,,,,,1.1,images/target_square.jpg,1,001,2022-10-20_17h36.23.270,choiceRTT,2021.2.3,Win32,144.1753172,,,,,,,1,8,17,5,1
