keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,3.2954,,,,,,,,2.1954,b,2.5948,0,0,0,7,1,1.1,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
v,1,2.2477,,,,,,,,0.7477,v,4.3137,0,1,1,2,1,1.5,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
c,1,2.047,,,,,,,,0.747,v,4.2246,0,2,2,3,1,1.3,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
v,1,2.047,,,,,,,,0.747,v,3.8489,0,3,3,8,1,1.3,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
c,1,2.0462,,,,,,,,0.9462,v,2.7606,0,4,4,0,1,1.1,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
v,1,1.7217,,,,,,,,0.6217,v,0.8334,0,5,5,5,1,1.1,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
b,0,1.9752,,,,,,,,0.4752,b,0.964,0,6,6,6,1,1.5,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
b,1,2.0642,,,,,,,,0.5642,b,1.1134,0,7,7,4,1,1.5,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
b,1,1.8266,,,,,,,,0.5266,b,1.0372,0,8,8,1,1,1.3,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,,,,,
v,1,1.7909,,,,,,,,0.6909,,,,,,,,1.1,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,-0.00390625,-0.248697917,1,0,0,0,0,0,5,1
c,1,2.1976,,,,,,,,0.8976,,,,,,,,1.3,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,1,1,3,1
b,1,1.856,,,,,,,,0.556,,,,,,,,1.3,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,2,2,1,1
v,1,1.9455,,,,,,,,0.6455,,,,,,,,1.3,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,3,3,8,1
c,1,2.3774,,,,,,,,0.8774,,,,,,,,1.5,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,4,4,6,1
v,1,2.1041,,,,,,,,0.6041,,,,,,,,1.5,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,5,5,2,1
b,1,2.1871,,,,,,,,0.6871,,,,,,,,1.5,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,6,6,4,1
b,1,1.67,,,,,,,,0.57,,,,,,,,1.1,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,7,7,7,1
c,1,1.7204,,,,,,,,0.6204,,,,,,,,1.1,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,0,8,8,0,1
c,1,1.9186,,,,,,,,0.6186,,,,,,,,1.3,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,0,9,3,1
v,1,2.0036,,,,,,,,0.7036,,,,,,,,1.3,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,1,10,8,1
b,1,1.6556,,,,,,,,0.5556,,,,,,,,1.1,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,2,11,7,1
c,1,1.6945,,,,,,,,0.5945,,,,,,,,1.1,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,3,12,0,1
b,1,2.8374,,,,,,,,1.3374,,,,,,,,1.5,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,4,13,4,1
c,1,2.3747,,,,,,,,0.8747,,,,,,,,1.5,images/target_cross.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,5,14,6,1
v,1,1.9912,,,,,,,,0.4912,,,,,,,,1.5,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,6,15,2,1
v,1,1.6743,,,,,,,,0.5743,,,,,,,,1.1,images/target_square.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,7,16,5,1
b,1,1.9302,,,,,,,,0.6302,,,,,,,,1.3,images/target_plus.jpg,Cielo,001,2023-04-12_21h25.53.746,choiceRTT,2021.2.3,Win32,59.35774915,,,,,,,1,8,17,1,1
