participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,1,3.0645,0.0006,,,,,,,,1.9645,space,5.7742,,0,0,0,5,1,1.1,images/target_square.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,0,1.4884,,,,,,,,,-0.0116,space,4.075,,0,1,1,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,c,1,3.0069,,,,,,,,,1.9069,space,5.1479,,0,2,2,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,0,2.3157,,,,,,,,,1.0157,space,1.6057,0.0004,0,3,3,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,b,1,3.4104,,,,,,,,,2.3104,space,1.5661,,0,4,4,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,c,1,3.2003,,,,,,,,,1.7003,space,2.532,0.0004,0,5,5,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,1,2.6526,,,,,,,,,1.3526,space,3.3793,,0,6,6,8,1,1.3,images/target_square.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,1,2.7181,0.0003,,,,,,,,1.2181,space,0.9799,,0,7,7,2,1,1.5,images/target_square.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,v,0,12.1149,,,,,,,,,10.8149,space,1.5584,,0,8,8,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,,,,,,,,,,,,,,,,,,,,,,,space,3.7127,,0.196614583,-0.1953125,0,0,0,,,,,
mola,001,2024-02-04_14h28.30.967,choiceRTT,2023.1.3,Win32,8.576329331,c,1,8.6514,,0.12109375,-0.091145833,1,0,0,6.8304,,7.3514,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,0,0,0,3,1
