keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,3.1858,,,,,,,,2.0858,space,4.4211,0,0,0,5,1,1.1,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,0,1.685,,,,,,,,0.585,space,1.5006,0,1,1,7,1,1.1,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,0,1.1033,,,,,,,,-0.3967,space,0.6821,0,2,2,6,1,1.5,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,0,1.2171,,,,,,,,0.1171,space,0.8552,0,3,3,0,1,1.1,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,0,1.1692,,,,,,,,-0.3308,space,1.1783,0,4,4,4,1,1.5,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
c,1,4.9706,,,,,,,,3.6706,space,1.6767,0,5,5,3,1,1.3,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,1,2.378,,,,,,,,1.078,space,1.1769,0,6,6,8,1,1.3,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
v,1,2.7763,,,,,,,,1.2763,space,0.7994,0,7,7,2,1,1.5,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
b,1,2.7532,,,,,,,,1.4532,space,1.1984,0,8,8,1,1,1.3,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,
c,0,2.965,,,,,,,,1.665,,,,,,,,1.3,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,-0.001851824,-0.263888889,1,0,0,0,0,0,1,1
c,1,12.0516,,,,,,,,10.9516,,,,,,,,1.1,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,1,1,0,1
v,1,2.0796,,,,,,,,0.9796,,,,,,,,1.1,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,2,2,5,1
b,1,3.1444,,,,,,,,1.6444,,,,,,,,1.5,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,3,3,4,1
v,1,2.353,,,,,,,,1.053,,,,,,,,1.3,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,4,4,8,1
v,1,3.3295,,,,,,,,1.8295,,,,,,,,1.5,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,5,5,2,1
c,1,5.0362,,,,,,,,3.5362,,,,,,,,1.5,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,6,6,6,1
b,1,2.0439,,,,,,,,0.9439,,,,,,,,1.1,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,7,7,7,1
c,1,2.1586,,,,,,,,0.8586,,,,,,,,1.3,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,0,8,8,3,1
v,1,2.1865,,,,,,,,0.6865,,,,,,,,1.5,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,0,9,2,1
b,1,2.5026,,,,,,,,1.2026,,,,,,,,1.3,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,1,10,1,1
b,1,2.5525,,,,,,,,1.0525,,,,,,,,1.5,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,2,11,4,1
b,1,1.8203,,,,,,,,0.7203,,,,,,,,1.1,images/target_plus.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,3,12,7,1
c,1,2.3962,,,,,,,,0.8962,,,,,,,,1.5,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,4,13,6,1
c,1,1.8431,,,,,,,,0.7431,,,,,,,,1.1,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,5,14,0,1
v,1,2.1256,,,,,,,,0.8256,,,,,,,,1.3,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,6,15,8,1
c,1,3.0528,,,,,,,,1.7528,,,,,,,,1.3,images/target_cross.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,7,16,3,1
v,1,2.5367,,,,,,,,1.4367,,,,,,,,1.1,images/target_square.jpg,Ariadna,001,2023-04-30_21h38.18.472,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,1,8,17,5,1
