participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,0,1.775700001,,,,,,,,,0.675700001,space,4.6855,,0,0,0,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,1.939100002,,,,,,,,,0.639100002,space,1.900299999,,0,1,1,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,0,1.583299999,,,,,,,,,0.483299999,space,0.869600002,,0,2,2,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,2.095599998,,,,,,,,,0.595599998,space,1.508,,0,3,3,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,1,1.8375,,,,,,,,,0.5375,space,0.717200001,,0,4,4,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,0,1.926599998,,,,,,,,,0.426599998,space,1.0935,,0,5,5,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,2.637299999,,,,,,,,,1.137299999,space,1.056200001,,0,6,6,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,0,1.529099998,,,,,,,,,0.429099998,space,1.190100002,,0,7,7,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,1.956199997,,,,,,,,,0.656199997,space,1.4095,,0,8,8,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,0.007407464,-0.241666667,1,0,0,,,,,
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,1,2.998,,,,,,,,,1.698,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,0,0,1,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,2.107700001,,,,,,,,,0.607700001,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,1,1,6,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,1,2.126299999,,,,,,,,,0.626299999,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,2,2,4,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,1.720700001,,,,,,,,,0.620700001,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,3,3,5,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,0,1.604399998,,,,,,,,,0.504399998,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,4,4,7,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,1.796299999,,,,,,,,,0.496299999,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,5,5,3,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,2.008900002,,,,,,,,,0.508900002,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,6,6,2,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,0,1.620600002,,,,,,,,,0.520600002,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,7,7,0,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,0,1.937799999,,,,,,,,,0.637799999,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,8,8,8,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,0.087799999,,,,,,,,,-1.412200001,,,,,,,,,1.5,images/target_square.jpg,,,,,,,1,0,9,2,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,1.739700001,,,,,,,,,0.439700001,,,,,,,,,1.3,images/target_square.jpg,,,,,,,1,1,10,8,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,1,2.006299999,,,,,,,,,0.906299999,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,2,11,7,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,1.856899998,,,,,,,,,0.556899998,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,1,3,12,3,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,0,1.771900002,,,,,,,,,0.471900002,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,1,4,13,1,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,b,1,2.055299999,,,,,,,,,0.555299999,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,5,14,4,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,c,1,1.660599998,,,,,,,,,0.560599998,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,1,6,15,0,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,0,1.775799999,,,,,,,,,0.275799999,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,7,16,6,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,v,1,1.641400002,,,,,,,,,0.541400002,,,,,,,,,1.1,images/target_square.jpg,,,,,,,1,8,17,5,1
koukkujalka,001,2024-02-15_16h47.27.217,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
