keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,PracticeLoop.order
,0,-0.155555556,0.040740741,1,0,0,1.297,cross_button,0,-0.203,,0,0,0,4,1,1.5,images/target_plus.jpg,,001,2022-10-09_19h04.31.164,choiceRTT,2021.2.3,MacIntel,58.82352941,
,0,-0.484656085,0.267195767,1,0,0,1.514,square_button,0,0.414,,0,1,1,0,1,1.1,images/target_cross.jpg,,001,2022-10-09_19h04.31.164,choiceRTT,2021.2.3,MacIntel,58.82352941,8
