participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,correctMouseResp,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,c,1,3.4114,,,,,,,,,2.3114,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.156666667,-0.251111111,1,0,0,2.0803,cross_button,0.7803,,0,1,1,3,1,1.3,images/target_cross.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.258888889,-0.266666667,1,0,0,2.9367,cross_button,1.4367,,0,2,2,4,1,1.5,images/target_plus.jpg,0,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.048888889,-0.217777778,1,0,0,2.2074,square_button,0.7074,,0,3,3,2,1,1.5,images/target_square.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.037777778,-0.267777778,1,0,0,2.0307,square_button,0.7307,,0,4,4,8,1,1.3,images/target_square.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.19,-0.288888889,1,0,0,2.4024,cross_button,1.1024,,0,5,5,1,1,1.3,images/target_plus.jpg,0,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.197777778,-0.276666667,1,0,0,3.0901,cross_button,1.5901,,0,6,6,6,1,1.5,images/target_cross.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.26,-0.265555556,1,0,0,2.7008,plus_button,1.6008,,0,7,7,7,1,1.1,images/target_plus.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.03,-0.268888889,1,0,0,2.1427,square_button,1.0427,,0,8,8,5,1,1.1,images/target_square.jpg,1,,,,,,,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,0.017777778,-0.266666667,1,0,0,,,,,
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.005555556,-0.257777778,1,0,0,1.8064,square_button,0.7064,,,,,,,1.1,images/target_square.jpg,1,,,,,,,0,0,0,5,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.263333333,-0.262222222,1,0,0,2.269,cross_button,0.969,,,,,,,1.3,images/target_plus.jpg,0,,,,,,,0,1,1,1,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.044444444,-0.275555556,1,0,0,2.4968,square_button,0.9968,,,,,,,1.5,images/target_square.jpg,1,,,,,,,0,2,2,2,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.322222222,-0.262222222,1,0,0,2.3803,plus_button,1.2803,,,,,,,1.1,images/target_plus.jpg,1,,,,,,,0,3,3,7,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.052222222,-0.237777778,1,0,0,2.2224,square_button,0.9224,,,,,,,1.3,images/target_square.jpg,1,,,,,,,0,4,4,8,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.305555556,-0.251111111,1,0,0,2.4763,plus_button,0.9763,,,,,,,1.5,images/target_plus.jpg,1,,,,,,,0,5,5,4,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.285555556,-0.233333333,1,0,0,2.3806,cross_button,0.8806,,,,,,,1.5,images/target_cross.jpg,1,,,,,,,0,6,6,6,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.174444444,-0.256666667,1,0,0,2.3135,cross_button,1.2135,,,,,,,1.1,images/target_cross.jpg,1,,,,,,,0,7,7,0,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.168888889,-0.266666667,1,0,0,2.0806,cross_button,0.7806,,,,,,,1.3,images/target_cross.jpg,1,,,,,,,0,8,8,3,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.01,-0.274444444,1,0,0,2.2138,square_button,0.7138,,,,,,,1.5,images/target_square.jpg,1,,,,,,,1,0,9,2,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.242222222,-0.265555556,1,0,0,2.1491,cross_button,1.0491,,,,,,,1.1,images/target_square.jpg,0,,,,,,,1,1,10,5,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.272222222,-0.265555556,1,0,0,2.1793,cross_button,1.0793,,,,,,,1.1,images/target_cross.jpg,1,,,,,,,1,2,11,0,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.031111111,-0.252222222,1,0,0,1.9756,square_button,0.6756,,,,,,,1.3,images/target_square.jpg,1,,,,,,,1,3,12,8,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.253333333,-0.253333333,1,0,0,2.114,cross_button,0.814,,,,,,,1.3,images/target_cross.jpg,1,,,,,,,1,4,13,3,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.165555556,-0.262222222,1,0,0,2.4733,plus_button,0.9733,,,,,,,1.5,images/target_plus.jpg,1,,,,,,,1,5,14,4,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.267777778,-0.268888889,1,0,0,2.088,plus_button,0.788,,,,,,,1.3,images/target_plus.jpg,1,,,,,,,1,6,15,1,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,-0.22,-0.224444444,1,0,0,2.3137,cross_button,0.8137,,,,,,,1.5,images/target_cross.jpg,1,,,,,,,1,7,16,6,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,0,,,0.195555556,-0.242222222,1,0,0,2.0475,plus_button,0.9475,,,,,,,1.1,images/target_plus.jpg,1,,,,,,,1,8,17,7,1
,001,2024-02-14_15h54.52.252,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
