keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
v,0,3.0115,,,,,,,,1.5115,space,3.5496,0,0,0,4,1,1.5,images/target_plus.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,
c,1,3.5232,,,,,,,,2.2232,space,1.5339,0,1,1,3,1,1.3,images/target_cross.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,
v,1,3.2632,,,,,,,,2.1632,space,1.1387,0,2,2,5,1,1.1,images/target_square.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,
b,1,2.4124,,,,,,,,1.3124,space,1.3195,0,3,3,7,1,1.1,images/target_plus.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,
,0,,0.259259259,-0.229629658,1,0,0,2.5202,plus_button,1.2202,,,0,4,4,1,1,1.3,images/target_plus.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,1
,0,,0.020370413,-0.235185199,1,0,0,2.6143,square_button,1.1143,,,0,5,5,2,1,1.5,images/target_square.jpg,,001,2022-11-02_14h13.27.862,choiceRTT,2021.2.3,Win32,61.26324818,1
