participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
Yuras,001,2024-02-07_19h44.54.381,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,
Yuras,001,2024-02-07_19h44.54.381,choiceRTT,2023.1.3,Win32,59.88023952,,0,0.24537037,-0.253703718,1,0,0,1.5104,plus_button,1,0.2104,,0,0,0,1,1,1.3,images/target_plus.jpg
Yuras,001,2024-02-07_19h44.54.381,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.003703718,-0.25,1,0,0,1.1031,square_button,0,0.0031,,0,1,1,7,1,1.1,images/target_plus.jpg
Yuras,001,2024-02-07_19h44.54.381,choiceRTT,2023.1.3,Win32,59.88023952,,0,-0.19259255,-0.162962949,1,0,0,1.1619,cross_button,1,-0.3381,,0,2,2,6,1,1.5,images/target_cross.jpg
