keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,0.027641008,-0.273399015,1,0,0,18.7235,square_button,0,17.6235,,0,0,0,7,1,1.1,images/target_plus.jpg,VIANEY,001,2023-05-22_16h27.47.395,choiceRTT,2021.2.3,Win32,59.57345407
,0,0.277230499,-0.239463668,1,0,0,1.8804,plus_button,0,0.5804,,0,1,1,3,1,1.3,images/target_cross.jpg,VIANEY,001,2023-05-22_16h27.47.395,choiceRTT,2021.2.3,Win32,59.57345407
,0,-0.227422003,-0.251505233,1,0,0,2.2613,cross_button,1,1.1613,,0,2,2,0,1,1.1,images/target_cross.jpg,VIANEY,001,2023-05-22_16h27.47.395,choiceRTT,2021.2.3,Win32,59.57345407
,0,-0.388341544,0.048440066,1,0,0,2.745,cross_button,1,1.245,,0,3,3,6,1,1.5,images/target_cross.jpg,VIANEY,001,2023-05-22_16h27.47.395,choiceRTT,2021.2.3,Win32,59.57345407
,0,-0.024904148,-0.217569787,1,0,0,3.2191,square_button,1,1.9191,,0,4,4,8,1,1.3,images/target_square.jpg,VIANEY,001,2023-05-22_16h27.47.395,choiceRTT,2021.2.3,Win32,59.57345407
