keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,1,3.9501,,,,,,,,2.6501,,0,0,0,8,1,1.3,images/target_square.jpg,,001,02/17/2023_22h38.57.627,choiceRTT,2021.2.3,Win32,60.04563468
c,0,2.5803,,,,,,,,1.0803,,0,1,1,4,1,1.5,images/target_plus.jpg,,001,02/17/2023_22h38.57.627,choiceRTT,2021.2.3,Win32,60.04563468
c,1,2.4607,,,,,,,,1.3607,,0,2,2,0,1,1.1,images/target_cross.jpg,,001,02/17/2023_22h38.57.627,choiceRTT,2021.2.3,Win32,60.04563468
