participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,b,1,3.9036,,,,,,,,,2.6036,space,8.8473,,0,0,0,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.6447,,,,,,,,,1.1447,space,8.2478,,0,1,1,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,2.2126,,,,,,,,,0.9126,space,2.6196,,0,2,2,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.2647,,,,,,,,,1.1647,space,2.2629,,0,3,3,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,2.8472,,,,,,,,,1.7472,space,2.585,,0,4,4,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,2.3299,,,,,,,,,0.8299,space,3.2306,,0,5,5,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.1328,,,,,,,,,0.8328,space,1.8613,,0,6,6,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,0,2.3097,,,,,,,,,0.8097,space,4.1978,,0,7,7,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,0,1.9491,,,,,,,,,0.8491,space,5.897,,0,8,8,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,-0.029822049,-0.246644965,1,0,0,,,,,
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.1765,,,,,,,,,1.0765,,,,,,,,,1.1,images/target_square.jpg,,,,,,,0,0,0,5,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,b,1,2.5657,,,,,,,,,1.4657,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,1,1,7,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,2.5828,,,,,,,,,1.2828,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,2,2,3,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.1472,,,,,,,,,0.8472,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,3,3,8,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,0,2.3583,,,,,,,,,1.0583,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,4,4,1,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,1.9878,,,,,,,,,0.8878,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,5,5,0,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,c,1,2.3452,,,,,,,,,0.8452,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,6,6,6,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,v,1,2.2079,,,,,,,,,0.7079,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,7,7,2,1
666,001,2024-01-18_14h02.18.047,choiceRTT,2023.1.3,MacIntel,60.24096386,b,1,2.0572,,,,,,,,,0.5572,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,8,8,4,1
