keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.240806715,-0.24911032,1,0,0,3.8885,plus_button,1,2.5885,space,10.0078,0,0,0,1,1,1.3,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,0.010676157,-0.274021352,1,0,0,2.4615,square_button,1,1.3615,space,168.0807,0,1,1,5,1,1.1,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.200474423,-0.240806661,1,0,0,361.8467,cross_button,1,360.5467,space,65.3756,0,2,2,3,1,1.3,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.241992883,-0.256227758,1,0,0,2.7994,cross_button,1,1.6994,space,0.7795,0,3,3,0,1,1.1,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,0.208778246,-0.27639385,1,0,0,2.3921,plus_button,1,0.8921,space,0.4295,0,4,4,4,1,1.5,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,0.320284698,-0.302491103,1,0,0,2.3545,plus_button,1,1.2545,space,0.0945,0,5,5,7,1,1.1,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.018979762,-0.289442504,1,0,0,3.0075,square_button,1,1.5075,space,0.1914,0,6,6,2,1,1.5,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.018979762,-0.278766347,1,0,0,4.5185,square_button,1,3.2185,space,0.8098,0,7,7,8,1,1.3,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.212336856,-0.263345196,1,0,0,3.5859,cross_button,1,2.0859,space,0.9454,0,8,8,6,1,1.5,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,,,,,
,0,-0.238434164,-0.238434164,1,0,0,2.7672,cross_button,1,1.2672,,,,,,,,1.5,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,0.01897987,-0.257414034,1,0,0,0,0,0,6,1
,0,-0.005931162,-0.232503002,1,0,0,2.5754,square_button,1,1.2754,,,,,,,,1.3,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,1,1,8,1
,0,0.193357094,-0.225385564,1,0,0,3.5077,plus_button,1,2.0077,,,,,,,,1.5,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,2,2,4,1
,0,0.193357094,-0.225385564,1,0,0,1.9103,plus_button,1,0.8103,,,,,,,,1.1,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,3,3,7,1
,0,0.193357094,-0.225385564,1,0,0,0.2093,plus_button,0,-0.8907,,,,,,,,1.1,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,4,4,0,1
,0,0.014234875,-0.228944283,1,0,0,2.3757,square_button,1,0.8757,,,,,,,,1.5,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,5,5,2,1
,0,-0.189798267,-0.230130504,1,0,0,2.743,cross_button,1,1.443,,,,,,,,1.3,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,6,6,3,1
,0,0.250296596,-0.205219472,1,0,0,3.3713,plus_button,1,2.0713,,,,,,,,1.3,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,7,7,1,1
,0,-0.238434164,-0.250296596,1,0,0,103.0771,cross_button,0,101.9771,,,,,,,,1.1,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,0,8,8,5,1
,0,0.193357094,-0.246737877,1,0,0,5.5933,plus_button,1,4.4933,,,,,,,,1.1,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,1,0,9,7,1
,0,-0.234875445,-0.252669039,1,0,0,3.3763,cross_button,1,2.0763,,,,,,,,1.3,images/target_cross.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,1,1,10,3,1
,0,0.244365434,-0.24911032,1,0,0,7.3086,plus_button,1,5.8086,,,,,,,,1.5,images/target_plus.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,1,2,11,4,1
,0,0.053380783,-0.253855315,1,0,0,4.755,square_button,1,3.455,,,,,,,,1.3,images/target_square.jpg,lake,001,2022-06-07_21h54.12.246,choiceRTT,2021.2.3,Win32,59.93048064,,,,,,,1,3,12,8,1
