response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate
,0,-0.137460214,-0.037669994,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,+,001,2020-06-06_13h38.01.032,choiceRTT,3.1.3,60
,0,-0.331014902,0.008083767,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,+,001,2020-06-06_13h38.01.032,choiceRTT,3.1.3,60
