participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.222851562,-0.27688519,1,0,0,3.294,cross_button,0,1.994,space,8.709,,0,0,0,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.213684613,-0.275861923,1,0,0,5.2975,cross_button,1,4.1975,space,2.7947,,0,1,1,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.214877717,-0.267879586,1,0,0,2.5203,cross_button,1,1.0203,space,1.5646,,0,2,2,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.214877717,-0.267879586,1,0,0,2.9058,cross_button,0,1.4058,space,3.282,,0,3,3,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.025832201,-0.272609545,1,0,0,2.3392,square_button,1,1.0392,space,1.3242,,0,4,4,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.025832201,-0.272609545,1,0,0,1.7697,square_button,1,0.6697,space,0.8186,,0,5,5,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.025832201,-0.272609545,1,0,0,2.2492,square_button,1,0.7492,space,0.38,,0,6,6,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.264257813,-0.244556726,1,0,0,3.2468,cross_button,1,1.9468,space,0.6482,,0,7,7,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
,001,2024-01-11_14h49.04.500,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.210495924,-0.301863961,1,0,0,2.1375,plus_button,1,1.0375,space,1.0318,,0,8,8,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
