keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.26171875,-0.256510417,1,0,0,3.27,plus_button,1,1.77,,,,,,,,1.5,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,8,8,4,1
,0,0.264322917,-0.24609375,1,0,0,2.2438,plus_button,1,0.9438,,,,,,,,1.3,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,0,9,1,1
,0,-0.227864583,-0.233072917,1,0,0,2.3474,cross_button,1,1.2474,,,,,,,,1.1,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,1,10,0,1
,0,-0.25,-0.28125,1,0,0,3.1361,cross_button,1,1.8361,,,,,,,,1.3,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,2,11,3,1
,0,-0.21875,-0.252604167,1,0,0,2.515,cross_button,1,1.015,,,,,,,,1.5,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,3,12,6,1
,0,0.231770833,-0.270833333,1,0,0,2.3485,plus_button,1,1.2485,,,,,,,,1.1,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,4,13,7,1
,0,0.01953125,-0.268229167,1,0,0,2.4141,square_button,1,1.1141,,,,,,,,1.3,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,5,14,8,1
,0,-0.001302083,-0.268229167,1,0,0,2.3322,square_button,1,0.8322,,,,,,,,1.5,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,6,15,2,1
,0,-0.001302083,-0.268229167,1,0,0,1.8148,square_button,1,0.7148,,,,,,,,1.1,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,7,16,5,1
,0,0.1875,-0.2578125,1,0,0,3.0645,plus_button,1,1.5645,,,,,,,,1.5,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,1,8,17,4,1
