keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.234375,-0.255208333,1,0,0,4.9468,cross_button,0,3.8468,space,14.8987,0,0,0,7,1,1.1,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.240885417,-0.260416667,1,0,0,4.3453,cross_button,0,3.0453,space,4.0549,0,1,1,1,1,1.3,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.346354167,-0.24609375,1,0,0,3.3095,cross_button,1,1.8095,space,3.6287,0,2,2,6,1,1.5,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.028645833,-0.259114583,1,0,0,2.6623,square_button,1,1.1623,space,3.1303,0,3,3,2,1,1.5,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.2265625,-0.255208333,1,0,0,2.3282,cross_button,1,1.0282,space,2.9028,0,4,4,3,1,1.3,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.075520833,-0.265625,1,0,0,2.2437,square_button,1,0.9437,space,2.977,0,5,5,8,1,1.3,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.260416667,-0.24609375,1,0,0,2.4864,cross_button,0,0.9864,space,2.487,0,6,6,4,1,1.5,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.036458333,-0.264322917,1,0,0,1.9323,square_button,1,0.8323,space,4.2482,0,7,7,5,1,1.1,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.260416667,-0.279947917,1,0,0,3.6391,cross_button,1,2.5391,space,2.2186,0,8,8,0,1,1.1,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,,,,,
,0,-0.044270833,-0.255208333,1,0,0,2.4986,square_button,1,0.9986,,,,,,,,1.5,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,0.016927083,-0.256510417,1,0,0,0,0,0,2,1
,0,-0.234375,-0.274739583,1,0,0,2.0486,cross_button,0,0.9486,,,,,,,,1.1,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,1,1,7,1
,0,-0.03515625,-0.263020833,1,0,0,2.0985,square_button,1,0.9985,,,,,,,,1.1,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,2,2,5,1
,0,-0.212239583,-0.24609375,1,0,0,2.2656,cross_button,1,0.9656,,,,,,,,1.3,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,3,3,3,1
,0,-0.28125,-0.26171875,1,0,0,2.2709,cross_button,1,1.1709,,,,,,,,1.1,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,4,4,0,1
,0,0.182291667,-0.248697917,1,0,0,3.6924,plus_button,1,2.3924,,,,,,,,1.3,images/target_plus.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,5,5,1,1
,0,-0.14453125,-0.251302083,1,0,0,2.583,cross_button,1,1.083,,,,,,,,1.5,images/target_cross.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,6,6,6,1
,0,-0.0546875,-0.270833333,1,0,0,2.3607,square_button,1,1.0607,,,,,,,,1.3,images/target_square.jpg,abc,001,2023-05-24_23h15.05.141,choiceRTT,2021.2.3,Win32,59.3824228,,,,,,,0,7,7,8,1
