keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,1.802,,,,,,,,0.702,space,4.6218,0,0,0,7,1,1.1,images/target_plus.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
v,1,2.0629,,,,,,,,0.5629,space,1.108,0,1,1,2,1,1.5,images/target_square.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
b,1,2.0121,,,,,,,,0.7121,space,0.4236,0,2,2,1,1,1.3,images/target_plus.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
v,1,2.008,,,,,,,,0.708,space,0.3736,0,3,3,8,1,1.3,images/target_square.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
v,1,1.8975,,,,,,,,0.7975,space,0.3711,0,4,4,5,1,1.1,images/target_square.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
c,1,1.9435,,,,,,,,0.6435,space,0.3101,0,5,5,3,1,1.3,images/target_cross.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
b,1,2.1933,,,,,,,,0.6933,space,0.2483,0,6,6,4,1,1.5,images/target_plus.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
c,1,2.0805,,,,,,,,0.9805,space,0.2848,0,7,7,0,1,1.1,images/target_cross.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
c,1,2.241,,,,,,,,0.741,space,0.2752,0,8,8,6,1,1.5,images/target_cross.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,,,,,,,,,,,,
b,1,2.1935,,,,,,,,0.6935,,,,,,,,1.5,images/target_plus.jpg,r,001,2023-01-30_12h10.48.292,choiceRTT,2021.2.3,Win32,60.04563468,space,2.7268,0.193518533,-0.228703746,0,0,0,0,0,0,4,1
