keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,3.2021,,,,,,,,1.9021,space,2.6924,0,0,0,1,1,1.3,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
c,1,1.9542,,,,,,,,0.8542,space,1.0712,0,1,1,0,1,1.1,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
b,1,2.5478,,,,,,,,1.0478,space,1.1605,0,2,2,4,1,1.5,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
v,1,2.6089,,,,,,,,1.1089,space,1.4387,0,3,3,2,1,1.5,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
b,1,2.2645,,,,,,,,1.1645,space,1.1364,0,4,4,7,1,1.1,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
v,1,1.845,,,,,,,,0.745,space,0.9007,0,5,5,5,1,1.1,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
c,1,2.4079,,,,,,,,0.9079,space,0.987,0,6,6,6,1,1.5,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
c,1,2.3392,,,,,,,,1.0392,space,0.9246,0,7,7,3,1,1.3,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
v,1,2.3945,,,,,,,,1.0945,space,5.7496,0,8,8,8,1,1.3,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,,,,,
b,1,2.5741,,,,,,,,1.0741,,,,,,,,1.5,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,-0.016666667,-0.25462963,1,0,0,0,0,0,4,1
v,1,1.9545,,,,,,,,0.8545,,,,,,,,1.1,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,1,1,5,1
v,1,1.9552,,,,,,,,0.6552,,,,,,,,1.3,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,2,2,8,1
c,1,1.8771,,,,,,,,0.7771,,,,,,,,1.1,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,3,3,0,1
b,1,1.9875,,,,,,,,0.6875,,,,,,,,1.3,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,4,4,1,1
v,1,2.178,,,,,,,,0.678,,,,,,,,1.5,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,5,5,2,1
c,1,2.0589,,,,,,,,0.7589,,,,,,,,1.3,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,6,6,3,1
b,1,1.9117,,,,,,,,0.8117,,,,,,,,1.1,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,7,7,7,1
c,1,2.3086,,,,,,,,0.8086,,,,,,,,1.5,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,0,8,8,6,1
b,1,2.363,,,,,,,,0.863,,,,,,,,1.5,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,0,9,4,1
v,1,1.8882,,,,,,,,0.7882,,,,,,,,1.1,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,1,10,5,1
c,1,2.0908,,,,,,,,0.7908,,,,,,,,1.3,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,2,11,3,1
b,1,1.8819,,,,,,,,0.7819,,,,,,,,1.1,images/target_plus.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,3,12,7,1
v,1,1.9322,,,,,,,,0.6322,,,,,,,,1.3,images/target_square.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,4,13,8,1
c,1,1.7907,,,,,,,,0.6907,,,,,,,,1.1,images/target_cross.jpg,dave t,001,2023-05-10_12h12.20.269,choiceRTT,2021.2.3,Win32,60.34638827,,,,,,,1,5,14,0,1
