participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,b,0,2.602,,,,,,,,,1.302,space,2.429,,0,0,0,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,v,0,2.553,,,,,,,,,1.253,space,0.721,,0,1,1,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,b,0,2.919,,,,,,,,,1.419,space,0.43,,0,2,2,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,c,0,2.592,,,,,,,,,1.092,space,0.448,,0,3,3,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,b,0,2.493,,,,,,,,,1.193,space,0.378,,0,4,4,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,c,1,1.955,,,,,,,,,0.855,space,0.389,,0,5,5,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,b,1,2.057,,,,,,,,,0.957,space,0.454,,0,6,6,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,v,1,3.722,,,,,,,,,2.622,space,0.359,,0,7,7,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,c,1,2.353,,,,,,,,,0.853,space,1.464,,0,8,8,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,,,0.032380952,-0.25047619,1,0,0,,,,,
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,b,1,3.051,,,,,,,,,1.551,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,0,0,4,1
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,v,1,2.654,,,,,,,,,1.354,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,1,1,8,1
1,001,2023-11-10_11h23.49.594,choiceRTT,2023.1.3,MacIntel,29.41176471,v,1,0.219,,,,,,,,,-1.281,,,,,,,,,1.5,images/target_square.jpg,,,,,,,0,2,2,2,1
