participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2024-02-13_09h00.09.941,choiceRTT,2023.1.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,
,001,2024-02-13_09h00.09.941,choiceRTT,2023.1.3,Win32,59.17159763,v,0,0.8296,,,,,,,,,-0.6704,,0,0,0,6,1,1.5,images/target_cross.jpg
,001,2024-02-13_09h00.09.941,choiceRTT,2023.1.3,Win32,59.17159763,v,0,1.7961,,,,,,,,,0.2961,,0,1,1,4,1,1.5,images/target_plus.jpg
