my.response.keys, my.response.corr, my.response.rt, my.mouseResp.x, my.mouseResp.y, my.mouseResp.leftButton, my.mouseResp.midButton, my.mouseResp.rightButton, my.mouseResp.RT, my.mouseResp.clicked_name, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, my.mainTrials.thisRepN, my.mainTrials.thisTrialN, my.mainTrials.thisN, my.mainTrials.thisIndex, my.mainTrials.ran, my.mainTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate
, 0, , -0.40347222222222223, -0.008333333333333333, 1, 0, 0, 0.7839999999999918, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.37083333333333335, 0.009722222222222222, 1, 0, 0, 0.5149999999999864, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.37083333333333335, 0.008333333333333333, 1, 0, 0, 0.38400000000000034, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.14930555555555555, 0.01875, 1, 0, 0, 0.7160000000000082, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.3888888888888889, -0.0006944444444444445, 1, 0, 0, 0.4830000000000041, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.075, -0.009722222222222222, 1, 0, 0, 1, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.3951388888888889, 0.013194444444444444, 1, 0, 0, 0.5319999999999965, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.06458333333333334, 0.005555555555555556, 1, 0, 0, 0.534000000000006, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.31666666666666665, 0.0006944444444444445, 1, 0, 0, 0.5499999999999972, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.15833333333333333, -0.001388888888888889, 1, 0, 0, 0.34900000000000375, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.3625, -0.02361111111111111, 1, 0, 0, 0.7669999999999959, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.3840277777777778, -0.009027777777777777, 1, 0, 0, 0.4830000000000041, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.3888888888888889, -0.022222222222222223, 1, 0, 0, 0.6159999999999997, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.39791666666666664, 0.009722222222222222, 1, 0, 0, 0.46699999999999875, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.41805555555555557, 0.008333333333333333, 1, 0, 0, 0.664999999999992, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.044444444444444446, 0.020833333333333332, 1, 0, 0, 0.5679999999999978, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.3527777777777778, 0.017361111111111112, 1, 0, 0, 0.6170000000000044, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.3423611111111111, 0.016666666666666666, 1, 0, 0, 0.3649999999999949, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.34097222222222223, 0.01597222222222222, 1, 0, 0, 0.3160000000000025, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.3819444444444444, -0.002777777777777778, 1, 0, 0, 0.5679999999999978, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.3548611111111111, 0.004861111111111111, 1, 0, 0, 0.7339999999999947, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.08472222222222223, -0.003472222222222222, 1, 0, 0, 0.5159999999999911, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.06736111111111111, -0.022222222222222223, 1, 0, 0, 1.6820000000000022, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.33958333333333335, 0.004166666666666667, 1, 0, 0, 0.5669999999999931, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , -0.027083333333333334, -0.004166666666666667, 1, 0, 0, 2.5829999999999984, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
, 0, , 0.4098867147270855, 0.023171987641606592, 1, 0, 0, 0.8789999999999907, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 1.8888, 0.375, n, 1, 0, 40, 19, 1, 39, 1.8888, 0.375, n, lkjhkj,, 001, Sun Jul 29 2018 15:37:51 GMT+0100 (British Summer Time), choiceRTT, 60
