keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,44.5844,,,,,,,,43.2844,v,0.0833,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
v,1,10.6635,,,,,,,,9.3635,,,0,1,1,8,1,1.3,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
c,1,3.4575,0.171270734,0.181767951,1,0,0,0.4733,,1.9575,space,2.051,0,2,2,6,1,1.5,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
b,1,3.1992,,,,,,,,1.6992,space,1.3058,0,3,3,4,1,1.5,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
v,0,180.3025,-0.565745852,0.306629831,1,0,0,141.604,,179.0025,space,1.0071,0,4,4,1,1,1.3,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
v,1,4.42,,,,,,,,2.92,space,5.0823,0,5,5,2,1,1.5,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
c,1,1.8435,,,,,,,,0.7435,space,0.75,0,6,6,0,1,1.1,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
b,1,1.635,,,,,,,,0.535,space,0.3114,0,7,7,7,1,1.1,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
b,0,1.8309,,,,,,,,0.7309,space,2.3844,0,8,8,5,1,1.1,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,,,,,
b,1,964.0954,-0.445303861,0.219336996,1,0,0,962.1861,,962.7954,,,,,,,,1.3,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,0.037569074,-0.232596696,1,0,0,0,0,0,1,1
v,0,0.1983,,,,,,,,-1.1017,,,,,,,,1.3,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,1,1,3,1
v,0,0.2177,,,,,,,,-0.8823,,,,,,,,1.1,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,2,2,0,1
b,0,0.1961,,,,,,,,-1.3039,,,,,,,,1.5,images/target_cross.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,3,3,6,1
b,0,0.1397,,,,,,,,-1.3603,,,,,,,,1.5,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,4,4,2,1
v,1,0.1795,,,,,,,,-0.9205,,,,,,,,1.1,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,5,5,5,1
v,0,0.1706,,,,,,,,-1.3294,,,,,,,,1.5,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,6,6,4,1
v,0,1.8165,-0.303867395,0.140883973,1,0,0,0.1992,,0.7165,,,,,,,,1.1,images/target_plus.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,7,7,7,1
c,0,0.2732,,,,,,,,-1.0268,,,,,,,,1.3,images/target_square.jpg,,001,2022-05-06_21h57.34.402,choiceRTT,2021.2.3,Win32,60.03842459,,,,,,,0,8,8,8,1
