keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,1.684,,,,,,,,0.584,space,0.624,0,0,0,5,1,1.1,images/target_square.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
c,0,1.929,,,,,,,,0.429,space,0.679,0,1,1,4,1,1.5,images/target_plus.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
b,1,1.577,,,,,,,,0.477,space,0.719,0,2,2,7,1,1.1,images/target_plus.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
v,1,2.084,,,,,,,,0.584,space,0.447,0,3,3,2,1,1.5,images/target_square.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
c,1,1.83,,,,,,,,0.73,space,0.431,0,4,4,0,1,1.1,images/target_cross.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
v,1,1.921,,,,,,,,0.621,space,0.429,0,5,5,8,1,1.3,images/target_square.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
b,1,1.92,,,,,,,,0.62,space,0.562,0,6,6,1,1,1.3,images/target_plus.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
c,1,1.978,,,,,,,,0.678,space,0.43,0,7,7,3,1,1.3,images/target_cross.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
v,0,2.106,,,,,,,,0.606,space,0.846,0,8,8,6,1,1.5,images/target_cross.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,,,,,
b,1,1.773,,,,,,,,0.473,,,,,,,,1.3,images/target_plus.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,space,2.066,0.242592635,-0.297222208,0,0,0,0,0,0,1,1
v,0,1.729,,,,,,,,0.429,,,,,,,,1.3,images/target_cross.jpg,Vanessa,001,2023-04-30_17h51.07.352,choiceRTT,2021.2.3,Win32,58.82352941,,,,,,,,0,1,1,3,1
