keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,1,3.6552,,,,,,,,2.3552,space,9.5091,0,0,0,1,1,1.3,images/target_plus.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
c,0,2.2816,,,,,,,,0.7816,v,14.7491,0,1,1,2,1,1.5,images/target_square.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
v,0,1.9513,,,,,,,,0.6513,space,4.0806,0,2,2,3,1,1.3,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
c,1,2.2225,,,,,,,,0.7225,space,5.854,0,3,3,6,1,1.5,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
c,0,1.6106,,,,,,,,0.5106,b,19.5496,0,4,4,7,1,1.1,images/target_plus.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
v,0,2.984,,,,,,,,1.484,,,0,5,5,4,1,1.5,images/target_plus.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
v,1,1.8229,,,,,,,,0.5229,space,9.282,0,6,6,8,1,1.3,images/target_square.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
c,0,1.7326,,,,,,,,0.6326,space,1.0248,0,7,7,5,1,1.1,images/target_square.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
v,0,2.3074,,,,,,,,1.2074,space,0.8413,0,8,8,0,1,1.1,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,,,,,
c,1,2.1285,,,,,,,,0.6285,,,,,,,,1.5,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,space,3.9156,0.037760417,-0.263020833,0,0,0,0,0,0,6,1
c,1,1.7104,,,,,,,,0.6104,,,,,,,,1.1,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,0,1,1,0,1
v,1,1.9953,,,,,,,,0.6953,,,,,,,,1.3,images/target_square.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,0,2,2,8,1
b,1,1.9689,,,,,,,,0.4689,,,,,,,,1.5,images/target_plus.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,0,3,3,4,1
b,1,1.9271,,,,,,,,0.8271,,,,,,,,1.1,images/target_plus.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,0,4,4,7,1
c,1,2.1524,,,,,,,,0.8524,,,,,,,,1.3,images/target_cross.jpg,Zehef,001,2022-04-03_16h06.03.935,choiceRTT,2021.2.3,Win32,60.90133983,,,,,,,,0,5,5,3,1
