participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,v,1,3.037,,,,,,,,,1.537,space,3.6791,,0,0,0,2,1,1.5,images/target_square.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,c,1,2.7223,,,,,,,,,1.2223,space,1.401,,0,1,1,6,1,1.5,images/target_cross.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,b,1,1.863,,,,,,,,,0.763,space,0.856,,0,2,2,7,1,1.1,images/target_plus.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,b,1,2.2902,,,,,,,,,0.7902,space,0.7216,,0,3,3,4,1,1.5,images/target_plus.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,v,0,1.6406,,,,,,,,,0.5406,space,2.1759,,0,4,4,0,1,1.1,images/target_cross.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,c,0,1.8799,,,,,,,,,0.5799,space,1.4018,,0,5,5,1,1,1.3,images/target_plus.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,v,1,2.8823,,,,,,,,,1.5823,space,1.7947,,0,6,6,8,1,1.3,images/target_square.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,b,0,2.2268,,,,,,,,,1.1268,space,1.2875,,0,7,7,5,1,1.1,images/target_square.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,b,0,2.1375,,,,,,,,,0.8375,space,1.381,,0,8,8,3,1,1.3,images/target_cross.jpg,,,,,,,,
,001,2024-01-29_20h54.15.017,choiceRTT,2023.1.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,space,2.9664,,-0.428333314,-0.014999994,0,0,0
