keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.037037037,-0.234259288,1,0,0,7.2631,square_button,1,5.7631,space,3.5896,0,0,0,2,1,1.5,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,0.260185171,-0.247222265,1,0,0,3.1777,plus_button,0,1.6777,space,6.2684,0,1,1,6,1,1.5,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,0.050925926,-0.24537037,1,0,0,3.0134,square_button,1,1.7134,space,1.9013,0,2,2,8,1,1.3,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,-0.212962963,-0.253703718,1,0,0,4.58,cross_button,0,3.08,space,3.0374,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,-0.212962963,-0.253703718,1,0,0,6.0599,cross_button,1,4.7599,space,2.0076,0,4,4,3,1,1.3,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,-0.196296268,-0.237963005,1,0,0,2.6804,cross_button,1,1.5804,space,1.0303,0,5,5,0,1,1.1,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,0.301851908,-0.233333376,1,0,0,4.9118,plus_button,1,3.8118,space,0.9875,0,6,6,7,1,1.1,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,0.066666709,-0.262962977,1,0,0,4.7121,square_button,1,3.6121,space,0.8164,0,7,7,5,1,1.1,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,0.270370413,-0.202777792,1,0,0,3.8429,plus_button,1,2.5429,space,1.211,0,8,8,1,1,1.3,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,,,,,
,0,-0.196296268,-0.232407393,1,0,0,3.8217,cross_button,1,2.7217,,,,,,,,1.1,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,space,4.1083,0.132407436,-0.199074074,0,0,0,0,0,0,0,1
,0,-0.198148162,-0.215740769,1,0,0,2.3603,cross_button,1,1.0603,,,,,,,,1.3,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,1,1,3,1
