participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,2.5457,,,,,,,,,1.4457,space,22.2784,,0,0,0,5,1,1.1,images/target_square.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,3.2522,,,,,,,,,2.1522,space,1.7083,,0,1,1,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,2.338,,,,,,,,,0.838,space,1.8041,,0,2,2,2,1,1.5,images/target_square.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,1.7574,,,,,,,,,0.6574,space,0.8599,,0,3,3,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,2.1043,,,,,,,,,0.6043,space,2.0762,,0,4,4,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,0,2.0154,,,,,,,,,0.7154,space,3.1688,,0,5,5,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,1.7723,,,,,,,,,0.4723,space,3.0115,,0,6,6,8,1,1.3,images/target_square.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,2.0535,,,,,,,,,0.5535,space,0.8945,,0,7,7,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,1.7564,,,,,,,,,0.4564,space,1.8512,,0,8,8,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,space,4.163,,-0.47625741,-0.092939725,0,0,0,,,,,
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,1.871,,,,,,,,,0.571,,,,,,,,,1.3,images/target_square.jpg,,,,,,,,,0,0,0,8,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,1.6888,,,,,,,,,0.5888,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,0,1,1,7,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,2.0465,,,,,,,,,0.5465,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,,0,2,2,2,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,1.6046,,,,,,,,,0.5046,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,0,3,3,0,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,2.0804,,,,,,,,,0.5804,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,0,4,4,4,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,1.902,,,,,,,,,0.602,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,0,5,5,1,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,2.0944,,,,,,,,,0.5944,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,0,6,6,6,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,1.8859,,,,,,,,,0.5859,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,0,7,7,3,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,1.6217,,,,,,,,,0.5217,,,,,,,,,1.1,images/target_square.jpg,,,,,,,,,0,8,8,5,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,1.7284,,,,,,,,,0.4284,,,,,,,,,1.3,images/target_square.jpg,,,,,,,,,1,0,9,8,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,c,1,1.7004,,,,,,,,,0.6004,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,1,1,10,0,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,b,1,1.6859,,,,,,,,,0.3859,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,1,2,11,1,1
SF,001,2024-02-12_09h43.40.146,choiceRTT,2023.1.3,Win32,58.82352941,v,1,1.9549,,,,,,,,,0.4549,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,,1,3,12,2,1
