participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.304166667,-0.065833333,1,0,0,2.2986,square_button,1,1.1986,,0,0,0,5,1,1.1,images/target_square.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.225833333,-0.244166667,1,0,0,3.185,cross_button,0,1.885,,0,1,1,1,1,1.3,images/target_plus.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.235,-0.2475,1,0,0,3.302400001,cross_button,0,2.202400001,,0,2,2,7,1,1.1,images/target_plus.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.2175,-0.241666667,1,0,0,6.0377,cross_button,1,4.5377,,0,3,3,6,1,1.5,images/target_cross.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.198333333,-0.259166667,1,0,0,5.503400001,cross_button,0,4.003400001,,0,4,4,4,1,1.5,images/target_plus.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.01,-0.25,1,0,0,2.9683,square_button,1,1.6683,,0,5,5,8,1,1.3,images/target_square.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.001666667,-0.248333333,1,0,0,2.902,square_button,1,1.402,,0,6,6,2,1,1.5,images/target_square.jpg
33,001,2023-08-23_14h00.23.125,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.219166667,-0.244166667,1,0,0,3.018099999,cross_button,1,1.718099999,,0,7,7,3,1,1.3,images/target_cross.jpg
