keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,3.8716,,,,,,,,2.3716,space,4.581,0,0,0,2,1,1.5,images/target_square.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
c,1,18.2919,,,,,,,,16.7919,space,5.2991,0,1,1,6,1,1.5,images/target_cross.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
c,0,4.3183,,,,,,,,2.8183,space,16.1703,0,2,2,4,1,1.5,images/target_plus.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
c,1,2.8584,,,,,,,,1.7584,space,1.4012,0,3,3,0,1,1.1,images/target_cross.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
b,1,1.8092,,,,,,,,0.7092,space,1.1474,0,4,4,7,1,1.1,images/target_plus.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
v,1,1.7045,,,,,,,,0.6045,space,1.1144,0,5,5,5,1,1.1,images/target_square.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
v,1,2.0947,,,,,,,,0.7947,space,0.9812,0,6,6,8,1,1.3,images/target_square.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
b,0,2.0517,,,,,,,,0.7517,space,1.2154,0,7,7,3,1,1.3,images/target_cross.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
b,1,2.2055,,,,,,,,0.9055,space,0.9149,0,8,8,1,1,1.3,images/target_plus.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,,,,,,,,,,
v,1,2.1422,,,,,,,,0.8422,,,,,,,,1.3,images/target_square.jpg,Lisa,001,2022-07-27_12h16.54.181,choiceRTT,2021.2.3,Win32,60.20469597,,0.01171875,-0.265625,1,0,0,0,0,0,8,1
