keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,3.3985,,,,,,,,1.8985,space,26.6158,0,0,0,2,1,1.5,images/target_square.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
c,0,20.685,,,,,,,,19.385,space,3.4756,0,1,1,1,1,1.3,images/target_plus.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
v,0,5.9967,,,,,,,,4.8967,space,0.9997,0,2,2,7,1,1.1,images/target_plus.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
b,1,4.0341,,,,,,,,2.5341,space,4.0807,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
v,0,2.4673,,,,,,,,1.3673,space,3.0093,0,4,4,0,1,1.1,images/target_cross.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
b,0,4.937,,,,,,,,3.637,space,1.9316,0,5,5,3,1,1.3,images/target_cross.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
c,1,6.9876,,,,,,,,5.4876,space,1.9567,0,6,6,6,1,1.5,images/target_cross.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
v,1,5.3618,,,,,,,,4.2618,space,1.7622,0,7,7,5,1,1.1,images/target_square.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
b,0,4.7164,,,,,,,,3.4164,space,1.006,0,8,8,8,1,1.3,images/target_square.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,,,,,,,,,,,,
c,0,4.9199,,,,,,,,3.4199,,,,,,,,1.5,images/target_plus.jpg,000,001,2023-04-26_16h45.37.647,choiceRTT,2021.2.3,Win32,29.99310159,space,8.0554,0.198888889,-0.248888889,0,0,0,0,0,0,4,1
