keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.202777778,-0.266666667,1,0,0,4.0412,cross_button,0,2.5412,,0,0,0,4,1,1.5,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,0.017592593,-0.248148148,1,0,0,5.1676,square_button,0,3.6676,,0,1,1,6,1,1.5,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,-0.306481481,-0.014814815,1,0,0,5.8119,plus_button,0,4.5119,,0,2,2,3,1,1.3,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,-0.213888889,-0.244444444,1,0,0,5.3132,cross_button,1,4.2132,,0,3,3,0,1,1.1,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,-0.247222222,-0.237037037,1,0,0,2.53,cross_button,0,1.23,,0,4,4,1,1,1.3,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,0.001851852,-0.246296296,1,0,0,3.7969,square_button,1,2.4969,,0,5,5,8,1,1.3,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,-0.242592593,-0.269444444,1,0,0,2.2568,cross_button,0,1.1568,,0,6,6,7,1,1.1,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,0.025,-0.242592593,1,0,0,2.3524,square_button,1,1.2524,,0,7,7,5,1,1.1,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,-0.002777778,-0.232407407,1,0,0,2.7303,square_button,1,1.2303,,0,8,8,2,1,1.5,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,,,,,
,0,0.286111111,-0.210185185,1,0,0,2.4101,plus_button,1,1.1101,,,,,,,1.3,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,0.037037037,-0.272222222,1,0,0,0,0,0,1,1
,0,0.27037037,-0.263888889,1,0,0,1.9165,plus_button,1,0.8165,,,,,,,1.1,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,1,1,7,1
,0,-0.15462963,-0.272222222,1,0,0,2.32,cross_button,1,1.02,,,,,,,1.3,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,2,2,3,1
,0,0.231481481,-0.262037037,1,0,0,2.3682,plus_button,1,0.8682,,,,,,,1.5,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,3,3,4,1
,0,-0.168518519,-0.244444444,1,0,0,3.405,cross_button,1,2.305,,,,,,,1.1,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,4,4,0,1
,0,-0.246296296,-0.259259259,1,0,0,2.4417,cross_button,1,0.9417,,,,,,,1.5,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,5,5,6,1
,0,0.201851852,-0.262962963,1,0,0,2.6591,plus_button,0,1.1591,,,,,,,1.5,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,6,6,2,1
,0,0.009259259,-0.243518519,1,0,0,2.4025,square_button,1,1.3025,,,,,,,1.1,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,7,7,5,1
,0,0.010185185,-0.238888889,1,0,0,2.0851,square_button,1,0.7851,,,,,,,1.3,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,0,8,8,8,1
,0,0.25,-0.249074074,1,0,0,2.4146,plus_button,1,1.3146,,,,,,,1.1,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,0,9,7,1
,0,0.008333333,-0.232407407,1,0,0,2.0434,square_button,1,0.9434,,,,,,,1.1,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,1,10,5,1
,0,-0.008333333,-0.251851852,1,0,0,2.1688,square_button,1,0.8688,,,,,,,1.3,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,2,11,8,1
,0,-0.228703704,-0.237962963,1,0,0,3.3202,cross_button,1,2.0202,,,,,,,1.3,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,3,12,3,1
,0,-0.219444444,-0.263888889,1,0,0,2.0019,cross_button,1,0.9019,,,,,,,1.1,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,4,13,0,1
,0,-0.237962963,-0.260185185,1,0,0,2.3976,cross_button,1,0.8976,,,,,,,1.5,images/target_cross.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,5,14,6,1
,0,0.215740741,-0.262037037,1,0,0,2.5468,plus_button,1,1.0468,,,,,,,1.5,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,6,15,4,1
,0,0.189814815,-0.227777778,1,0,0,2.2105,plus_button,1,0.9105,,,,,,,1.3,images/target_plus.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,7,16,1,1
,0,-0.025925926,-0.237037037,1,0,0,2.4741,square_button,1,0.9741,,,,,,,1.5,images/target_square.jpg,A,001,03-07-2023_16h15.52.691,choiceRTT,2021.2.3,Win32,59.55571437,,,,,,,1,8,17,2,1
