keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.7303,,,,,,,,1.6303,space,2.5549,0,0,0,5,1,1.1,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
v,1,2.0092,,,,,,,,0.7092,space,2.6784,0,1,1,8,1,1.3,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
b,1,2.3165,,,,,,,,1.0165,space,2.2681,0,2,2,1,1,1.3,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
v,0,1.8395,,,,,,,,0.7395,space,0.9842,0,3,3,7,1,1.1,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
b,1,2.1558,,,,,,,,0.6558,space,2.4173,0,4,4,4,1,1.5,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
c,1,2.3506,,,,,,,,0.8506,space,1.3224,0,5,5,6,1,1.5,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
c,1,1.7059,,,,,,,,0.6059,space,0.8161,0,6,6,0,1,1.1,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
v,1,2.1808,,,,,,,,0.6808,space,0.797,0,7,7,2,1,1.5,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
c,1,1.9243,,,,,,,,0.6243,space,0.9332,0,8,8,3,1,1.3,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,,,,,
v,0,1.9283,,,,,,,,0.6283,,,,,,,,1.3,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,space,2.5021,0.739814815,-0.496296296,0,0,0,0,0,0,3,1
c,0,1.8719,,,,,,,,0.5719,,,,,,,,1.3,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,1,1,1,1
v,1,2.1913,,,,,,,,0.8913,,,,,,,,1.3,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,2,2,8,1
c,1,2.2804,,,,,,,,0.7804,,,,,,,,1.5,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,3,3,6,1
v,0,1.9413,,,,,,,,0.8413,,,,,,,,1.1,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,4,4,7,1
v,1,1.912,,,,,,,,0.812,,,,,,,,1.1,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,5,5,5,1
b,1,1.9719,,,,,,,,0.4719,,,,,,,,1.5,images/target_plus.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,6,6,4,1
v,1,2.9254,,,,,,,,1.4254,,,,,,,,1.5,images/target_square.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,7,7,2,1
c,1,2.0582,,,,,,,,0.9582,,,,,,,,1.1,images/target_cross.jpg,carl,001,2022-08-03_14h56.41.576,choiceRTT,2021.2.3,Win32,60.25185274,,,,,,,,0,8,8,0,1
