response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
,0,-0.374074074,-0.015740741,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.157407407,-0.028703704,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.347222222,-0.014814815,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.117592593,-0.003703704,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.361111111,-0.007407407,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.134259259,-0.003703704,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.375925926,-0.021296296,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,0.072222222,0.009259259,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,-0.383333333,-0.043518519,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
,0,0.389814815,0.00462963,1,0,0,targImage,jjj,001,2019-10-09_23h19.39.857,choiceRTT,3.1.3,60
