keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt
,0,0.007407464,-0.265740797,1,0,0,9.5349,square_button,0,8.0349,space,22.8181,0,0,0,6,1,1.5,images/target_cross.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
v,0,,,,,,,,,2.9723,space,0.8443,0,1,1,3,1,1.3,images/target_cross.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,4.2723
,0,-0.035897358,-0.242948738,1,0,0,206.9198,square_button,0,205.8198,,,0,2,2,0,1,1.1,images/target_cross.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
,0,-0.02948714,-0.264743629,1,0,0,2.555,square_button,1,1.055,,,0,3,3,2,1,1.5,images/target_square.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
,0,0.034615385,-0.239102584,1,0,0,2790.3129,square_button,0,2788.8129,,,0,4,4,4,1,1.5,images/target_plus.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
,0,0.232051321,-0.255769231,1,0,0,11.9045,plus_button,1,10.8045,,,0,5,5,7,1,1.1,images/target_plus.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
,0,0.234615385,-0.225,1,0,0,2.8183,plus_button,1,1.5183,,,0,6,6,1,1,1.3,images/target_plus.jpg,1,001,2022-07-20_15h21.17.174,choiceRTT,2021.2.3,Win32,60.18295619,
