keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,1.872,,,,,,,,0.372,b,0.004,0,0,0,4,1,1.5,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,0,0.17,,,,,,,,-1.13,b,0.002,0,1,1,1,1,1.3,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,0,0.194,,,,,,,,-0.906,v,0.161,0,2,2,0,1,1.1,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,1,0.172,,,,,,,,-0.928,,,0,3,3,5,1,1.1,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,0,0.431,,,,,,,,-1.069,v,0.003,0,4,4,6,1,1.5,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,0,0.187,,,,,,,,-1.313,,,0,5,5,2,1,1.5,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,0,0.309,,,,,,,,-0.991,v,0.004,0,6,6,8,1,1.3,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,0,0.215,,,,,,,,-0.885,v,0.237,0,7,7,7,1,1.1,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
b,0,0.012,,,,,,,,-1.288,v,0.19,0,8,8,3,1,1.3,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,,
v,0,0.112,,,,,,,,-1.188,,,,,,,,1.3,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,n,0.121,0.067592593,-0.108333333,0,0,0,0,0,0,3,1
b,1,0.08,,,,,,,,-1.42,,,,,,,,1.5,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,1,1,4,1
v,0,0.156,,,,,,,,-0.944,,,,,,,,1.1,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,2,2,0,1
b,1,0.107,,,,,,,,-1.193,,,,,,,,1.3,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,3,3,1,1
c,0,1.082,,,,,,,,-0.218,,,,,,,,1.3,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,4,4,8,1
v,0,0.077,,,,,,,,-1.023,,,,,,,,1.1,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,5,5,7,1
c,1,0.312,,,,,,,,-1.188,,,,,,,,1.5,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,6,6,6,1
b,0,0.111,,,,,,,,-0.989,,,,,,,,1.1,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,7,7,5,1
v,1,0.13,,,,,,,,-1.37,,,,,,,,1.5,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,0,8,8,2,1
c,0,0.028,,,,,,,,-1.272,,,,,,,,1.3,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,0,9,8,1
b,0,0.277,0.062037037,-0.106481481,1,0,0,0.132,,-1.223,,,,,,,,1.5,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,1,10,2,1
c,1,0.025,,,,,,,,-1.475,,,,,,,,1.5,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,2,11,6,1
v,0,0.107,,,,,,,,-1.193,,,,,,,,1.3,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,3,12,3,1
c,0,0.711,0.061111111,-0.103703704,1,0,0,0.349,,-0.389,,,,,,,,1.1,images/target_square.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,4,13,5,1
v,0,0.106,,,,,,,,-0.994,,,,,,,,1.1,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,5,14,7,1
b,1,0.075,,,,,,,,-1.425,,,,,,,,1.5,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,6,15,4,1
c,0,0.258,,,,,,,,-1.042,,,,,,,,1.3,images/target_plus.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,7,16,1,1
v,0,0.079,,,,,,,,-1.021,,,,,,,,1.1,images/target_cross.jpg,jkljl,001,2023-01-11_14h11.22.168,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,1,8,17,0,1
