participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,v,0,0.0217,,,,,,,,,-1.0783,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,3.4221,,,,,,,,,1.9221,,0,1,1,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,2.4683,,,,,,,,,1.1683,,0,2,2,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,b,1,2.0083,,,,,,,,,0.7083,,0,3,3,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,2.0755,,,,,,,,,0.5755,,0,4,4,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,1.7037,,,,,,,,,0.4037,,0,5,5,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,v,1,1.7904,,,,,,,,,0.2904,,0,6,6,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,b,1,1.4034,,,,,,,,,0.3034,,0,7,7,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,1.4452,,,,,,,,,0.3452,,0,8,8,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,-0.150911458,-0.154539207,1,0,0,,,,,
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,1.9443,,,,,,,,,0.6443,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,0,0,3,1
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,v,1,1.775,,,,,,,,,0.475,,,,,,,1.3,images/target_square.jpg,,,,,,,0,1,1,8,1
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,b,1,1.6555,,,,,,,,,0.3555,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,2,2,1,1
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,v,0,2.0938,,,,,,,,,0.5938,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,3,3,6,1
,001,2023-11-22_07h08.48.920,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,1.7204,,,,,,,,,0.6204,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,4,4,7,1
