keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt
,0,0.042592593,-0.251851852,1,0,0,4.3238,square_button,1,2.8238,,0,0,0,2,1,1.5,images/target_square.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,-0.294444444,-0.262037037,1,0,0,2.9273,cross_button,0,1.6273,,0,1,1,1,1,1.3,images/target_plus.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,-0.197222222,-0.263888889,1,0,0,5.3272,cross_button,1,4.2272,,0,2,2,0,1,1.1,images/target_cross.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,-0.25462963,-0.239814815,1,0,0,2.4278,cross_button,1,0.9278,,0,3,3,6,1,1.5,images/target_cross.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,0.040740741,-0.257407407,1,0,0,2.5105,square_button,1,1.2105,,0,4,4,8,1,1.3,images/target_square.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,0.043518519,-0.265740741,1,0,0,2.0942,square_button,1,0.9942,,0,5,5,5,1,1.1,images/target_square.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
,0,0.214814815,-0.269444444,1,0,0,2.5828,plus_button,1,1.0828,,0,6,6,4,1,1.5,images/target_plus.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,
c,1,,,,,,,,,3.7581,,0,7,7,3,1,1.3,images/target_cross.jpg,,001,2022-07-28_13h27.14.423,choiceRTT,2021.2.3,Win32,59.91970759,5.0581
