participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,PracticeLoop.order
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.007664931,-0.24328125,1,0,0,4.8208,square_button,1,3.7208,space,7.4176,,0,0,0,5,1,1.1,images/target_square.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.170868056,-0.232152778,1,0,0,3.359,plus_button,1,1.859,space,1.3209,,0,1,1,4,1,1.5,images/target_plus.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.14984809,-0.253359375,1,0,0,2.9491,cross_button,1,1.4491,space,0.4501,,0,2,2,6,1,1.5,images/target_cross.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.231423611,-0.26171441,1,0,0,2.6056,cross_button,1,1.3056,space,1.2131,,0,3,3,3,1,1.3,images/target_cross.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.249149306,-0.267643229,1,0,0,2.592,plus_button,1,1.292,space,0.3031,,0,4,4,1,1,1.3,images/target_plus.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.229466146,-0.274027778,1,0,0,2.3005,cross_button,1,1.2005,space,0.2699,,0,5,5,0,1,1.1,images/target_cross.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,0.181054688,-0.288307292,1,0,0,2.2024,plus_button,1,1.1024,space,0.4687,,0,6,6,7,1,1.1,images/target_plus.jpg,
e,001,2024-01-22_17h22.20.456,choiceRTT,2023.1.3,MacIntel,59.99880002,,0,-0.055694444,-0.265121528,1,0,0,2.7119,square_button,1,1.4119,,,,0,7,7,8,1,1.3,images/target_square.jpg,8
