participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
9,001,2023-10-20_14h09.21.300,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,
9,001,2023-10-20_14h09.21.300,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.186023879,-0.263686988,1,0,0,4.118,cross_button,1,2.618,space,3.6124,,0,0,0,6,1,1.5,images/target_cross.jpg
9,001,2023-10-20_14h09.21.300,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,0.021504371,-0.267583182,1,0,0,2.85,square_button,1,1.35,,,,0,1,1,2,1,1.5,images/target_square.jpg
9,001,2023-10-20_14h09.21.300,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,-0.181967599,-0.273384428,1,0,0,2.2908,cross_button,1,0.9908,,,,0,2,2,3,1,1.3,images/target_cross.jpg
