keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,3.4997,,,,,,,,1.9997,,0,0,0,6,1,1.5,images/target_cross.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
b,1,2.7901,,,,,,,,1.6901,,0,1,1,7,1,1.1,images/target_plus.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
v,1,3.3259,,,,,,,,2.2259,,0,2,2,5,1,1.1,images/target_square.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
c,0,3.4311,,,,,,,,1.9311,,0,3,3,4,1,1.5,images/target_plus.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
c,0,3.1153,,,,,,,,1.8153,,0,4,4,1,1,1.3,images/target_plus.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
b,0,2.9516,,,,,,,,1.6516,,0,5,5,8,1,1.3,images/target_square.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
c,1,2.9744,,,,,,,,1.8744,,0,6,6,0,1,1.1,images/target_cross.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
v,1,2.6438,,,,,,,,1.1438,,0,7,7,2,1,1.5,images/target_square.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
c,1,2.8105,,,,,,,,1.5105,,0,8,8,3,1,1.3,images/target_cross.jpg,1,001,2023-04-18_16h09.46.238,choiceRTT,2021.2.3,Win32,60.41565974
