participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,correctMouseResp
1,001,2023-11-12_21h56.42.354,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,
1,001,2023-11-12_21h56.42.354,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,4.9212,,,,,,,,,3.4212,space,6.1085,,0,0,0,4,1,1.5,images/target_plus.jpg,
1,001,2023-11-12_21h56.42.354,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,,,-0.083949653,-0.281731771,1,0,0,2.9034,square_button,1.6034,space,6.433,,0,1,1,1,1,1.3,images/target_plus.jpg,0
1,001,2023-11-12_21h56.42.354,choiceRTT,2023.1.3,MacIntel,60.0024001,,0,,,-0.065520833,-0.274787326,1,0,0,4.2871,square_button,2.9871,,,,0,2,2,8,1,1.3,images/target_square.jpg,1
