keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,-0.186111111,-0.24375,1,0,0,3.8141,cross_button,1,2.5141,,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2023-06-07_10h54.26.672,choiceRTT,2021.2.3,Win32,59.77643613
,0,-0.230555556,-0.249305556,1,0,0,3.0517,cross_button,0,1.5517,,0,1,1,2,1,1.5,images/target_square.jpg,,001,2023-06-07_10h54.26.672,choiceRTT,2021.2.3,Win32,59.77643613
,0,-0.21875,-0.258333333,1,0,0,2.936,cross_button,0,1.836,,0,2,2,7,1,1.1,images/target_plus.jpg,,001,2023-06-07_10h54.26.672,choiceRTT,2021.2.3,Win32,59.77643613
,0,-0.239583333,-0.251388889,1,0,0,3.0806,cross_button,1,1.9806,,0,3,3,0,1,1.1,images/target_cross.jpg,,001,2023-06-07_10h54.26.672,choiceRTT,2021.2.3,Win32,59.77643613
