participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
cmaria,001,2023-09-22_10h46.42.806,choiceRTT,2023.1.3,Win32,60.0528465,,,,,,,,,,,,,,,,,,,
cmaria,001,2023-09-22_10h46.42.806,choiceRTT,2023.1.3,Win32,60.0528465,,0,0.689144737,-0.212719298,1,0,0,1.7748,cross_button,1,0.4748,,0,0,0,3,1,1.3,images/target_cross.jpg
