keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.00462963,-0.235185185,1,0,0,7.2798,square_button,1,5.9798,space,9.7739,0,0,0,8,1,1.3,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.407407407,-0.003703704,1,0,0,2.9607,square_button,1,1.8607,space,5.7274,0,1,1,5,1,1.1,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.244444444,-0.24537037,1,0,0,3.0778,cross_button,0,1.5778,space,8.1379,0,2,2,4,1,1.5,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.247222222,-0.242592593,1,0,0,2.911,cross_button,1,1.811,space,8.5018,0,3,3,0,1,1.1,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.247222222,-0.242592593,1,0,0,2.6274,cross_button,1,1.1274,space,10.504,0,4,4,6,1,1.5,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.228703704,-0.261111111,1,0,0,2.1633,cross_button,1,0.8633,space,5.4659,0,5,5,3,1,1.3,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.001851852,-0.257407407,1,0,0,2.0775,square_button,0,0.9775,space,1.1868,0,6,6,7,1,1.1,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.001851852,-0.256481481,1,0,0,2.3949,square_button,1,0.8949,space,0.69,0,7,7,2,1,1.5,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.212962963,-0.243518519,1,0,0,2.3282,cross_button,0,1.0282,space,0.8917,0,8,8,1,1,1.3,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,,,,,
,0,-0.22962963,-0.244444444,1,0,0,2.7764,cross_button,1,1.2764,,,,,,,,1.5,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,space,2.5526,0.158333333,-0.214814815,0,0,0,0,0,0,6,1
,0,-0.22962963,-0.244444444,1,0,0,1.7111,cross_button,1,0.6111,,,,,,,,1.1,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,1,1,0,1
,0,0.050925926,-0.250925926,1,0,0,2.4158,square_button,1,1.3158,,,,,,,,1.1,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,2,2,5,1
,0,0.050925926,-0.250925926,1,0,0,2.2166,square_button,1,0.7166,,,,,,,,1.5,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,3,3,2,1
,0,0.050925926,-0.255555556,1,0,0,1.8995,square_button,1,0.5995,,,,,,,,1.3,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,4,4,8,1
,0,-0.212962963,-0.246296296,1,0,0,2.0658,cross_button,0,0.9658,,,,,,,,1.1,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,5,5,7,1
,0,0.159259259,-0.247222222,1,0,0,2.5831,plus_button,1,1.0831,,,,,,,,1.5,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,6,6,4,1
,0,-0.263888889,-0.261111111,1,0,0,2.2165,cross_button,1,0.9165,,,,,,,,1.3,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,7,7,3,1
,0,0.305555556,-0.22962963,1,0,0,2.3494,plus_button,1,1.0494,,,,,,,,1.3,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,0,8,8,1,1
,0,0.171296296,-0.252777778,1,0,0,2.3803,plus_button,1,0.8803,,,,,,,,1.5,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,0,9,4,1
,0,0.209259259,-0.243518519,1,0,0,1.6975,plus_button,0,0.5975,,,,,,,,1.1,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,1,10,0,1
,0,0.210185185,-0.249074074,1,0,0,1.5186,plus_button,1,0.4186,,,,,,,,1.1,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,2,11,7,1
,0,-0.213888889,-0.262962963,1,0,0,2.2805,cross_button,1,0.7805,,,,,,,,1.5,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,3,12,6,1
,0,-0.043518519,-0.263888889,1,0,0,2.0666,square_button,1,0.7666,,,,,,,,1.3,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,4,13,8,1
,0,-0.228703704,-0.263888889,1,0,0,2.0019,cross_button,1,0.7019,,,,,,,,1.3,images/target_cross.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,5,14,3,1
,0,-0.078703704,-0.240740741,1,0,0,1.8162,square_button,1,0.7162,,,,,,,,1.1,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,6,15,5,1
,0,-0.024074074,-0.251851852,1,0,0,2.164,square_button,1,0.664,,,,,,,,1.5,images/target_square.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,7,16,2,1
,0,0.222222222,-0.212962963,1,0,0,2.7521,plus_button,1,1.4521,,,,,,,,1.3,images/target_plus.jpg,Deborah,001,2022-05-24_14h06.25.655,choiceRTT,2021.2.3,Win32,60.63545962,,,,,,,,1,8,17,1,1
