participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,moveOnKeys.rt,moveOnKeys.duration,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,5.5029,,,,,,,,,4.0029,,0,0,0,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,3.0406,,,,,,,,,1.5406,space,0,1,1,6,1,1.5,images/target_cross.jpg,49.4332,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,2.4535,,,,,,,,,1.3535,space,0,2,2,0,1,1.1,images/target_cross.jpg,3.732,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,1.9179,,,,,,,,,0.8179,space,0,3,3,7,1,1.1,images/target_plus.jpg,14.506,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,3.6629,,,,,,,,,2.3629,space,0,4,4,1,1,1.3,images/target_plus.jpg,1.904,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,3.6455,,,,,,,,,2.5455,space,0,5,5,5,1,1.1,images/target_square.jpg,1.1971,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,2.5539,,,,,,,,,1.0539,space,0,6,6,2,1,1.5,images/target_square.jpg,3.6475,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,2.0785,,,,,,,,,0.7785,space,0,7,7,8,1,1.3,images/target_square.jpg,0.6342,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.9902,,,,,,,,,0.6902,space,0,8,8,3,1,1.3,images/target_cross.jpg,0.1941,,,,,,,,,,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,space,4.8986,,-0.8,0.5,0,0,0,,,,,
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,2.6096,,,,,,,,,1.1096,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,,,0,0,0,4,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,2.5721,,,,,,,,,1.2721,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,,,0,1,1,1,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.838,,,,,,,,,0.538,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,,,0,2,2,3,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,2.3116,,,,,,,,,0.8116,,,,,,,1.5,images/target_square.jpg,,,,,,,,,,,0,3,3,2,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.8575,,,,,,,,,0.7575,,,,,,,1.1,images/target_square.jpg,,,,,,,,,,,0,4,4,5,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,2.1547,,,,,,,,,0.6547,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,,,0,5,5,6,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.6548,,,,,,,,,0.5548,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,,,0,6,6,0,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,0,1.5741,,,,,,,,,0.4741,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,,,0,7,7,7,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.882,,,,,,,,,0.582,,,,,,,1.3,images/target_square.jpg,,,,,,,,,,,0,8,8,8,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.741,,,,,,,,,0.641,,,,,,,1.1,images/target_square.jpg,,,,,,,,,,,1,0,9,5,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,0,1.524,,,,,,,,,0.424,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,,,1,1,10,7,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.9789,,,,,,,,,0.6789,,,,,,,1.3,images/target_square.jpg,,,,,,,,,,,1,2,11,8,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,b,1,1.9216,,,,,,,,,0.6216,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,,,1,3,12,1,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,0,1.9387,,,,,,,,,0.4387,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,,,1,4,13,4,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,2.2215,,,,,,,,,0.9215,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,,,1,5,14,3,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,v,1,2.1067,,,,,,,,,0.6067,,,,,,,1.5,images/target_square.jpg,,,,,,,,,,,1,6,15,2,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.7582,,,,,,,,,0.6582,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,,,1,7,16,0,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.9732,,,,,,,,,0.4732,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,,,1,8,17,6,1
,001,2023-12-24_16h27.37.731,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
