keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,3.4265,,,,,,,,2.1265,space,8.8498,0,0,0,3,1,1.3,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
b,1,1.8983,,,,,,,,0.7983,space,2.9869,0,1,1,7,1,1.1,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
b,1,2.0219,,,,,,,,0.7219,space,2.0135,0,2,2,1,1,1.3,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
v,1,2.4784,,,,,,,,1.3784,space,2.6835,0,3,3,5,1,1.1,images/target_square.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
v,1,2.289,,,,,,,,0.789,space,1.3282,0,4,4,2,1,1.5,images/target_square.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
c,1,1.943,,,,,,,,0.843,space,0.9528,0,5,5,0,1,1.1,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
v,1,2.6812,,,,,,,,1.3812,space,0.5796,0,6,6,8,1,1.3,images/target_square.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
c,1,2.1556,,,,,,,,0.6556,space,0.54,0,7,7,6,1,1.5,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
b,1,2.2211,,,,,,,,0.7211,space,1.2522,0,8,8,4,1,1.5,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,,,,,
b,1,2.2318,,,,,,,,0.7318,,,,,,,,1.5,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,0.022974523,-0.24629631,1,0,0,0,0,0,4,1
c,0,1.8534,,,,,,,,0.7534,,,,,,,,1.1,images/target_square.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,1,1,5,1
c,1,2.1526,,,,,,,,1.0526,,,,,,,,1.1,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,2,2,0,1
b,1,2.0513,,,,,,,,0.7513,,,,,,,,1.3,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,3,3,1,1
c,1,2.1626,,,,,,,,0.6626,,,,,,,,1.5,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,4,4,6,1
v,1,1.8766,,,,,,,,0.5766,,,,,,,,1.3,images/target_square.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,5,5,8,1
b,1,1.7861,,,,,,,,0.6861,,,,,,,,1.1,images/target_plus.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,6,6,7,1
c,1,1.8888,,,,,,,,0.5888,,,,,,,,1.3,images/target_cross.jpg,,001,2022-09-25_18h39.51.091,choiceRTT,2021.2.3,Win32,60.0240096,,,,,,,0,7,7,3,1
