participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.10511742,0.055706206,1,0,0,2.8208,cross_button,1,1.3208,,0,0,0,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.068378441,-0.232672526,1,0,0,2.5171,square_button,1,1.2171,,0,1,1,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.067906669,-0.233144299,1,0,0,2.317,square_button,1,1.217,,0,2,2,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,-0.264975528,-0.227089204,1,0,0,2.6634,cross_button,1,1.3634,,0,3,3,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.223368327,-0.259401042,1,0,0,2.483,plus_button,1,1.183,,0,4,4,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,-0.210427886,-0.27302124,1,0,0,2.8319,cross_button,1,1.7319,,0,5,5,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.255894834,-0.2353361,1,0,0,2.216,plus_button,1,1.116,,0,6,6,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.015989816,-0.267834473,1,0,0,2.3997,square_button,1,0.8997,,0,7,7,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.349968262,-0.281759091,1,0,0,2.3806,plus_button,1,0.8806,,0,8,8,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,,,,,,,,,,,,,,,,,,,,0.007970901,-0.274457659,1,0,0,,,,,
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,-0.305619827,-0.236617548,1,0,0,2.9345,cross_button,1,1.4345,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,0,0,6,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.04058524,-0.224480097,1,0,0,2.4301,square_button,1,1.3301,,,,,,,1.1,images/target_square.jpg,,,,,,,0,1,1,5,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.225033947,-0.258853702,1,0,0,2.0997,plus_button,1,0.9997,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,2,2,7,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.022292887,-0.275592332,1,0,0,2.5148,square_button,1,1.0148,,,,,,,1.5,images/target_square.jpg,,,,,,,0,3,3,2,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,-0.175234782,-0.275194266,1,0,0,2.4646,cross_button,1,1.3646,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,4,4,0,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.042294806,-0.248179002,1,0,0,2.4672,square_button,1,1.1672,,,,,,,1.3,images/target_square.jpg,,,,,,,0,5,5,8,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.297192848,-0.295021915,1,0,0,2.5366,plus_button,1,1.0366,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,6,6,4,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.026764846,-0.247265451,1,0,0,2.2588,square_button,0,0.9588,,,,,,,1.3,images/target_cross.jpg,,,,,,,0,7,7,3,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.221959519,-0.249243338,1,0,0,2.3223,plus_button,1,1.0223,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,8,8,1,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.011746361,-0.252601144,1,0,0,2.1951,square_button,1,1.0951,,,,,,,1.1,images/target_square.jpg,,,,,,,1,0,9,5,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.220669178,-0.252096412,1,0,0,1.9982,plus_button,1,0.8982,,,,,,,1.1,images/target_plus.jpg,,,,,,,1,1,10,7,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,-0.277978923,-0.25509318,1,0,0,2.3647,cross_button,1,0.8647,,,,,,,1.5,images/target_cross.jpg,,,,,,,1,2,11,6,1
k,001,2023-07-13_08h36.55.811,choiceRTT,2023.1.3,MacIntel,30.00120005,,0,0.333462147,-0.282474656,1,0,0,2.7329,plus_button,1,1.2329,,,,,,,1.5,images/target_plus.jpg,,,,,,,1,3,12,4,1
