my.response.keys, my.response.corr, my.response.rt, my.mouseResp.x, my.mouseResp.y, my.mouseResp.leftButton, my.mouseResp.midButton, my.mouseResp.rightButton, my.mouseResp.RT, my.mouseResp.clicked_name, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, my.mainTrials.thisRepN, my.mainTrials.thisTrialN, my.mainTrials.thisN, my.mainTrials.thisIndex, my.mainTrials.ran, my.mainTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate
, 0, , 0.15833333333333333, 0.008333333333333333, 1, 0, 0, 1.2449999999999974, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , -0.3277777777777778, 0.013888888888888888, 1, 0, 0, 0.5829999999999984, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , -0.07777777777777778, -0.016666666666666666, 1, 0, 0, 0.6360000000000028, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , 0.1638888888888889, -0.008333333333333333, 1, 0, 0, 0.6859999999999999, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , 0.35833333333333334, 0.05277777777777778, 1, 0, 0, 0.6350000000000051, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , -0.10555555555555556, 0.011111111111111112, 1, 0, 0, 0.5079999999999956, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , -0.38333333333333336, 0.019444444444444445, 1, 0, 0, 0.5019999999999953, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , 0.36666666666666664, -0.022222222222222223, 1, 0, 0, 0.46699999999999875, my.targImage, 1, 0, 8, 7, 1, 7, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, 1, 0, 8, 7, 1, 7, 1, 0.375, n, undefined, undefined, undefined, undefined, undefined, undefined, 1, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , 0.3388888888888889, 0.005555555555555556, 1, 0, 0, 0.4680000000000035, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 2.7776, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 2.7776, 0.375, n, 1, 0, 40, 35, 1, 39, 2.7776, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
, 0, , -0.09722222222222222, -0.022222222222222223, 1, 0, 0, 0.4519999999999982, my.targImage, undefined, undefined, undefined, undefined, undefined, undefined, 2.7776, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60, undefined, undefined, undefined, undefined, undefined, undefined, 2.7776, 0.375, n, 1, 0, 40, 35, 1, 39, 2.7776, 0.375, n, Anonymous, 001, Fri Aug 03 2018 07:03:29 GMT+0100 (GMT+01:00), choiceRTT, 60
