participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,PracticeLoop.order
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.253703704,-0.256481481,1,0,0,4.031,cross_button,1,2.931,,0,0,0,0,1,1.1,images/target_cross.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.048148148,-0.238888889,1,0,0,2.648,square_button,1,1.148,,0,1,1,2,1,1.5,images/target_square.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.216666667,-0.249074074,1,0,0,2.412,cross_button,1,1.112,,0,2,2,3,1,1.3,images/target_cross.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,0.047222222,-0.252777778,1,0,0,2.635,square_button,0,1.135,,0,3,3,4,1,1.5,images/target_plus.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.026851852,-0.253703704,1,0,0,2.498,square_button,1,1.398,,0,4,4,5,1,1.1,images/target_square.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,-0.212962963,-0.262037037,1,0,0,2.669,cross_button,1,1.169,,0,5,5,6,1,1.5,images/target_cross.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,0.035185185,-0.266666667,1,0,0,2.245,square_button,1,0.945,,0,6,6,8,1,1.3,images/target_square.jpg,
,001,2023-10-06_20h57.06.833,choiceRTT,2023.1.3,Win32,60.0240096,,0,0.207407407,-0.264814815,1,0,0,2.226,plus_button,1,0.926,,0,7,7,1,1,1.3,images/target_plus.jpg,8
