keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,3.0091,,,,,,,,1.9091,,0,0,0,0,1,1.1,images/target_cross.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
v,1,2.7914,,,,,,,,1.4914,,0,1,1,8,1,1.3,images/target_square.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
c,0,1.6617,,,,,,,,0.5617,,0,2,2,7,1,1.1,images/target_plus.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
c,1,1.7395,,,,,,,,0.4395,,0,3,3,3,1,1.3,images/target_cross.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
b,1,2.3274,,,,,,,,1.0274,,0,4,4,1,1,1.3,images/target_plus.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
v,1,1.6108,,,,,,,,0.5108,,0,5,5,5,1,1.1,images/target_square.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
b,1,2.1258,,,,,,,,0.6258,,0,6,6,4,1,1.5,images/target_plus.jpg,fef,001,2022-07-14_11h28.07.764,choiceRTT,2021.2.3,Win32,60.06006006
